0 Branching ratio for H2S       Total        1 branches    
Lambda          Total          SH/H
2900.74         6.20E-22        0.00E+00
2901.24         5.51E-21        0.00E+00
2901.73         4.86E-21        0.00E+00
2902.23         1.56E-21        0.00E+00
2902.73         8.72E-22        0.00E+00
2903.22         2.89E-21        0.00E+00
2903.72         1.71E-21        0.00E+00
2904.21         5.45E-21        0.00E+00
2904.71         7.63E-22        0.00E+00
2905.20         3.14E-22        0.00E+00
2905.70         6.02E-21        0.00E+00
2906.20         3.26E-21        0.00E+00
2906.69         1.68E-21        0.00E+00
2907.19         3.19E-21        0.00E+00
2907.68         2.52E-21        0.00E+00
2908.18         4.41E-21        0.00E+00
2908.67         4.75E-21        0.00E+00
2909.17         1.61E-21        0.00E+00
2909.66         6.83E-22        0.00E+00
2910.16         2.80E-21        0.00E+00
2910.66         3.30E-21        0.00E+00
2911.15         7.92E-21        0.00E+00
2911.65         1.59E-21        0.00E+00
2912.14         1.26E-21        0.00E+00
2912.64         2.86E-21        0.00E+00
2913.13         3.02E-21        0.00E+00
2913.63         2.32E-21        0.00E+00
2914.12         2.79E-21        0.00E+00
2914.62         1.83E-22        0.00E+00
2915.12         1.92E-21        0.00E+00
2915.61         8.63E-21        0.00E+00
2916.11         3.36E-21        0.00E+00
2916.60         2.32E-21        0.00E+00
2917.10         1.14E-21        0.00E+00
2917.59         1.97E-21        0.00E+00
2918.09         1.38E-21        0.00E+00
2918.59         2.81E-21        0.00E+00
2919.08         7.40E-22        0.00E+00
2919.58         5.58E-21        0.00E+00
2920.07         4.69E-21        0.00E+00
2920.57         4.60E-22        0.00E+00
2921.06         3.57E-21        0.00E+00
2921.56         4.78E-22        0.00E+00
2922.05         1.06E-21        0.00E+00
2922.55         3.15E-21        0.00E+00
2923.05         4.70E-22        0.00E+00
2923.54         1.31E-21        0.00E+00
2924.04         4.56E-21        0.00E+00
2924.53         4.12E-22        0.00E+00
2925.03         3.34E-21        0.00E+00
2925.52         5.61E-21        0.00E+00
2926.02         8.72E-22        0.00E+00
2926.51         1.84E-21        0.00E+00
2927.01         4.02E-21        0.00E+00
2927.51         1.75E-21        0.00E+00
2928.00         7.15E-21        0.00E+00
2928.50         2.06E-22        0.00E+00
2928.99         3.15E-21        0.00E+00
2929.49         8.07E-21        0.00E+00
2929.98         4.05E-22        0.00E+00
2930.48         2.28E-21        0.00E+00
2930.98         1.61E-21        0.00E+00
2931.47         2.46E-21        0.00E+00
2931.97         1.55E-21        0.00E+00
2932.46         3.47E-21        0.00E+00
2932.96         2.43E-21        0.00E+00
2933.45         1.40E-21        0.00E+00
2933.95         2.88E-21        0.00E+00
2934.44         1.67E-21        0.00E+00
2934.94         3.42E-21        0.00E+00
2935.44         3.37E-21        0.00E+00
2935.93         4.57E-22        0.00E+00
2936.43         3.98E-21        0.00E+00
2936.92         1.49E-21        0.00E+00
2937.42         3.12E-22        0.00E+00
2937.91         4.11E-21        0.00E+00
2938.41         1.80E-21        0.00E+00
2938.91         1.32E-21        0.00E+00
2939.40         1.04E-21        0.00E+00
2939.90         1.38E-21        0.00E+00
2940.39         8.29E-22        0.00E+00
2940.89         4.59E-21        0.00E+00
2941.38         1.16E-21        0.00E+00
2941.88         2.40E-21        0.00E+00
2942.37         3.60E-21        0.00E+00
2942.87         5.64E-22        0.00E+00
2943.37         1.93E-21        0.00E+00
2943.86         6.55E-21        0.00E+00
2944.36         2.07E-21        0.00E+00
2944.85         4.03E-21        0.00E+00
2945.35         5.88E-21        0.00E+00
2945.84         2.21E-21        0.00E+00
2946.34         7.65E-22        0.00E+00
2946.83         1.66E-21        0.00E+00
2947.33         8.65E-22        0.00E+00
2947.83         4.39E-21        0.00E+00
2948.32         4.12E-21        0.00E+00
2948.82         8.87E-22        0.00E+00
2949.31         7.06E-21        0.00E+00
2949.81         3.42E-21        0.00E+00
2950.30         8.36E-22        0.00E+00
2950.80         3.69E-21        0.00E+00
2951.30         1.10E-21        0.00E+00
2951.79         2.03E-21        0.00E+00
2952.29         4.01E-21        0.00E+00
2952.78         1.34E-21        0.00E+00
2953.28         2.28E-21        0.00E+00
2953.77         5.96E-21        0.00E+00
2954.27         1.39E-21        0.00E+00
2954.76         7.24E-22        0.00E+00
2955.26         2.96E-21        0.00E+00
2955.76         1.11E-21        0.00E+00
2956.25         1.04E-21        0.00E+00
2956.75         1.08E-21        0.00E+00
2957.24         6.43E-22        0.00E+00
2957.74         7.81E-22        0.00E+00
2958.23         1.32E-21        0.00E+00
2958.73         3.33E-21        0.00E+00
2959.23         1.00E-21        0.00E+00
2959.72         8.06E-22        0.00E+00
2960.22         2.69E-21        0.00E+00
2960.71         2.43E-22        0.00E+00
2961.21         4.35E-21        0.00E+00
2961.70         1.67E-21        0.00E+00
2962.20         2.20E-21        0.00E+00
2962.69         1.40E-21        0.00E+00
2963.19         1.63E-21        0.00E+00
2963.69         2.09E-21        0.00E+00
2964.18         3.11E-21        0.00E+00
2964.68         5.54E-22        0.00E+00
2965.17         3.50E-21        0.00E+00
2965.67         1.47E-21        0.00E+00
2966.16         7.74E-22        0.00E+00
2966.66         3.62E-21        0.00E+00
2967.15         1.54E-21        0.00E+00
2967.65         2.66E-21        0.00E+00
2968.15         4.97E-21        0.00E+00
2968.64         2.03E-21        0.00E+00
2969.14         1.40E-21        0.00E+00
2969.63         3.13E-21        0.00E+00
2970.13         8.82E-22        0.00E+00
2970.62         9.78E-22        0.00E+00
2971.12         3.01E-21        0.00E+00
2971.62         4.39E-22        0.00E+00
2972.11         2.33E-21        0.00E+00
2972.61         3.34E-21        0.00E+00
2973.10         7.64E-22        0.00E+00
2973.60         2.38E-21        0.00E+00
2974.09         3.98E-21        0.00E+00
2974.59         2.64E-21        0.00E+00
2975.08         4.82E-21        0.00E+00
2975.58         3.29E-21        0.00E+00
2976.08         1.59E-21        0.00E+00
2976.57         2.39E-21        0.00E+00
2977.07         2.01E-21        0.00E+00
2977.56         1.33E-21        0.00E+00
2978.06         1.68E-21        0.00E+00
2978.55         1.46E-21        0.00E+00
2979.05         1.24E-21        0.00E+00
2979.54         9.49E-22        0.00E+00
2980.04         1.57E-21        0.00E+00
2980.54         1.30E-21        0.00E+00
2981.03         5.23E-22        0.00E+00
2981.53         3.24E-21        0.00E+00
2982.02         1.22E-21        0.00E+00
2982.52         3.51E-22        0.00E+00
2983.01         1.82E-21        0.00E+00
2983.51         3.28E-21        0.00E+00
2984.01         2.38E-21        0.00E+00
2984.50         5.14E-21        0.00E+00
2985.00         5.21E-21        0.00E+00
2985.49         2.55E-22        0.00E+00
2985.99         2.30E-21        0.00E+00
2986.48         1.97E-21        0.00E+00
2986.98         3.06E-22        0.00E+00
2987.47         7.53E-21        0.00E+00
2987.97         3.14E-21        0.00E+00
2988.47         4.95E-21        0.00E+00
2988.96         4.20E-21        0.00E+00
2989.46         1.71E-21        0.00E+00
2989.95         4.48E-22        0.00E+00
2990.45         2.36E-21        0.00E+00
2990.94         2.90E-21        0.00E+00
2991.44         1.89E-21        0.00E+00
2991.94         4.23E-21        0.00E+00
2992.43         1.75E-21        0.00E+00
2992.93         1.19E-21        0.00E+00
2993.42         6.20E-21        0.00E+00
2993.92         1.57E-21        0.00E+00
2994.41         1.97E-21        0.00E+00
2994.91         6.56E-21        0.00E+00
2995.40         1.93E-21        0.00E+00
2995.90         8.89E-22        0.00E+00
2996.40         4.52E-21        0.00E+00
2996.89         2.90E-21        0.00E+00
2997.39         3.98E-21        0.00E+00
2997.88         5.34E-21        0.00E+00
2998.38         2.30E-21        0.00E+00
2998.87         1.98E-21        0.00E+00
2999.37         4.36E-22        0.00E+00
2999.86         5.10E-21        0.00E+00
3000.36         6.61E-22        0.00E+00
3000.86         7.60E-22        0.00E+00
3001.35         2.44E-21        0.00E+00
3001.85         2.96E-21        0.00E+00
3002.34         2.13E-21        0.00E+00
3002.84         2.51E-21        0.00E+00
3003.33         1.13E-21        0.00E+00
3003.83         5.94E-21        0.00E+00
3004.33         1.11E-21        0.00E+00
3004.82         2.23E-22        0.00E+00
3005.32         3.83E-21        0.00E+00
3005.81         3.13E-21        0.00E+00
3006.31         3.60E-21        0.00E+00
3006.80         3.00E-21        0.00E+00
3007.30         1.43E-21        0.00E+00
3007.79         9.40E-22        0.00E+00
3008.29         2.39E-21        0.00E+00
3008.79         2.07E-21        0.00E+00
3009.28         1.70E-21        0.00E+00
3009.78         2.93E-21        0.00E+00
3010.27         2.44E-22        0.00E+00
3010.77         1.16E-21        0.00E+00
3011.26         7.48E-21        0.00E+00
3011.76         2.17E-21        0.00E+00
3012.26         4.10E-22        0.00E+00
3012.75         6.14E-21        0.00E+00
3013.25         8.61E-22        0.00E+00
3013.74         1.91E-21        0.00E+00
3014.24         4.73E-21        0.00E+00
3014.73         3.21E-22        0.00E+00
3015.23         2.07E-21        0.00E+00
3015.72         3.79E-21        0.00E+00
3016.22         7.83E-22        0.00E+00
3016.72         4.84E-22        0.00E+00
3017.21         4.46E-21        0.00E+00
3017.71         8.41E-22        0.00E+00
3018.20         8.90E-22        0.00E+00
3018.70         2.60E-21        0.00E+00
3019.19         4.14E-22        0.00E+00
3019.69         4.04E-21        0.00E+00
3020.18         1.04E-21        0.00E+00
3020.68         2.74E-21        0.00E+00
3021.18         5.93E-21        0.00E+00
3021.67         3.99E-21        0.00E+00
3022.17         5.09E-21        0.00E+00
3022.66         2.05E-21        0.00E+00
3023.16         3.50E-21        0.00E+00
3023.65         1.25E-21        0.00E+00
3024.15         2.36E-21        0.00E+00
3024.65         3.07E-21        0.00E+00
3025.14         2.54E-21        0.00E+00
3025.64         9.46E-23        0.00E+00
3026.13         9.66E-22        0.00E+00
3026.63         3.91E-21        0.00E+00
3027.12         3.34E-21        0.00E+00
3027.62         2.32E-21        0.00E+00
3028.11         1.40E-21        0.00E+00
3028.61         1.71E-21        0.00E+00
3029.11         2.52E-21        0.00E+00
3029.60         2.56E-21        0.00E+00
3030.10         9.50E-22        0.00E+00
3030.59         5.86E-21        0.00E+00
3031.09         1.04E-21        0.00E+00
3031.58         3.68E-21        0.00E+00
3032.08         4.00E-21        0.00E+00
3032.57         4.31E-21        0.00E+00
3033.07         2.81E-21        0.00E+00
3033.57         2.56E-21        0.00E+00
3034.06         4.15E-21        0.00E+00
3034.56         6.22E-22        0.00E+00
3035.05         7.95E-22        0.00E+00
3035.55         3.66E-21        0.00E+00
3036.04         2.85E-21        0.00E+00
3036.54         4.36E-21        0.00E+00
3037.04         7.44E-21        0.00E+00
3037.53         2.67E-21        0.00E+00
3038.03         3.61E-21        0.00E+00
3038.52         5.00E-21        0.00E+00
3039.02         1.08E-21        0.00E+00
3039.51         2.63E-21        0.00E+00
3040.01         2.96E-21        0.00E+00
3040.50         1.87E-21        0.00E+00
3041.00         1.88E-21        0.00E+00
3041.50         3.69E-21        0.00E+00
3041.99         7.57E-22        0.00E+00
3042.49         1.86E-21        0.00E+00
3042.98         4.30E-21        0.00E+00
3043.48         5.76E-22        0.00E+00
3043.97         2.73E-21        0.00E+00
3044.47         4.13E-21        0.00E+00
3044.97         1.38E-21        0.00E+00
3045.46         3.75E-22        0.00E+00
3045.96         2.26E-21        0.00E+00
3046.45         2.77E-21        0.00E+00
3046.95         4.51E-21        0.00E+00
3047.44         3.62E-21        0.00E+00
3047.94         2.17E-21        0.00E+00
3048.43         1.60E-21        0.00E+00
3048.93         2.47E-21        0.00E+00
3049.43         4.01E-21        0.00E+00
3049.92         1.55E-21        0.00E+00
3050.42         2.32E-21        0.00E+00
3050.91         1.08E-21        0.00E+00
3051.41         1.46E-21        0.00E+00
3051.90         2.02E-21        0.00E+00
3052.40         3.12E-21        0.00E+00
3052.89         1.83E-21        0.00E+00
3053.39         2.02E-21        0.00E+00
3053.89         5.32E-21        0.00E+00
3054.38         3.29E-21        0.00E+00
3054.88         2.29E-21        0.00E+00
3055.37         1.06E-21        0.00E+00
3055.87         1.50E-21        0.00E+00
3056.36         2.83E-21        0.00E+00
3056.86         1.77E-21        0.00E+00
3057.36         2.51E-21        0.00E+00
3057.85         1.68E-21        0.00E+00
3058.35         4.57E-21        0.00E+00
3058.84         1.49E-21        0.00E+00
3059.34         1.13E-21        0.00E+00
3059.83         2.08E-22        0.00E+00
3060.33         1.69E-21        0.00E+00
3060.82         2.17E-21        0.00E+00
3061.32         2.34E-21        0.00E+00
3061.82         1.29E-21        0.00E+00
3062.31         5.45E-22        0.00E+00
3062.81         1.77E-21        0.00E+00
3063.30         3.08E-21        0.00E+00
3063.80         1.95E-21        0.00E+00
3064.29         1.46E-21        0.00E+00
3064.79         1.77E-21        0.00E+00
3065.28         9.60E-22        0.00E+00
3065.78         7.39E-22        0.00E+00
3066.28         1.44E-21        0.00E+00
3066.77         2.95E-21        0.00E+00
3067.27         4.26E-21        0.00E+00
3067.76         1.15E-21        0.00E+00
3068.26         1.05E-21        0.00E+00
3068.75         2.55E-21        0.00E+00
3069.25         2.12E-21        0.00E+00
3069.75         9.63E-22        0.00E+00
3070.24         4.60E-21        0.00E+00
3070.74         8.50E-22        0.00E+00
3071.23         7.87E-22        0.00E+00
3071.73         7.85E-22        0.00E+00
3072.22         4.16E-22        0.00E+00
3072.72         4.75E-21        0.00E+00
3073.21         1.01E-22        0.00E+00
3073.71         9.40E-22        0.00E+00
3074.21         2.41E-21        0.00E+00
3074.70         1.02E-21        0.00E+00
3075.20         1.11E-21        0.00E+00
3075.69         1.00E-21        0.00E+00
3076.19         8.74E-22        0.00E+00
3076.68         9.82E-22        0.00E+00
3077.18         2.34E-21        0.00E+00
3077.68         3.65E-21        0.00E+00
3078.17         3.92E-21        0.00E+00
3078.67         1.10E-21        0.00E+00
3079.16         5.20E-21        0.00E+00
3079.66         2.02E-21        0.00E+00
3080.15         1.72E-21        0.00E+00
3080.65         3.24E-21        0.00E+00
3081.14         1.30E-21        0.00E+00
3081.64         3.48E-21        0.00E+00
3082.14         2.30E-21        0.00E+00
3082.63         1.74E-21        0.00E+00
3083.13         7.47E-22        0.00E+00
3083.62         3.58E-21        0.00E+00
3084.12         1.14E-21        0.00E+00
3084.61         1.13E-21        0.00E+00
3085.11         7.54E-22        0.00E+00
3085.60         8.52E-21        0.00E+00
3086.10         1.66E-21        0.00E+00
3086.60         1.31E-21        0.00E+00
3087.09         9.10E-22        0.00E+00
3087.59         1.02E-21        0.00E+00
3088.08         6.73E-22        0.00E+00
3088.58         1.10E-21        0.00E+00
3089.07         5.06E-21        0.00E+00
3089.57         1.61E-21        0.00E+00
3090.07         1.20E-21        0.00E+00
3090.56         4.51E-21        0.00E+00
3091.06         5.89E-22        0.00E+00
3091.55         1.48E-21        0.00E+00
3092.05         1.60E-21        0.00E+00
3092.54         9.09E-22        0.00E+00
3093.04         2.55E-21        0.00E+00
3093.53         2.43E-21        0.00E+00
3094.03         1.52E-21        0.00E+00
3094.53         2.41E-21        0.00E+00
3095.02         8.45E-22        0.00E+00
3095.52         1.63E-21        0.00E+00
3096.01         1.11E-21        0.00E+00
3096.51         3.58E-21        0.00E+00
3097.00         3.05E-21        0.00E+00
3097.50         6.75E-22        0.00E+00
3098.00         1.25E-21        0.00E+00
3098.49         1.00E-21        0.00E+00
3098.99         2.42E-21        0.00E+00
3099.48         1.21E-21        0.00E+00
3099.98         2.96E-21        0.00E+00
3100.47         3.06E-21        0.00E+00
3100.97         2.01E-21        0.00E+00
3101.46         2.29E-22        0.00E+00
3101.96         5.53E-21        0.00E+00
3102.46         2.23E-21        0.00E+00
3102.95         2.81E-21        0.00E+00
3103.45         9.53E-22        0.00E+00
3103.94         2.88E-21        0.00E+00
3104.44         5.21E-21        0.00E+00
3104.93         1.74E-21        0.00E+00
3105.43         4.06E-21        0.00E+00
3105.92         1.57E-21        0.00E+00
3106.42         1.20E-21        0.00E+00
3106.92         1.52E-21        0.00E+00
3107.41         1.47E-21        0.00E+00
3107.91         5.52E-21        0.00E+00
3108.40         5.42E-22        0.00E+00
3108.90         3.95E-21        0.00E+00
3109.39         1.59E-21        0.00E+00
3109.89         1.46E-21        0.00E+00
3110.39         7.83E-22        0.00E+00
3110.88         3.94E-21        0.00E+00
3111.38         3.77E-21        0.00E+00
3111.87         1.95E-21        0.00E+00
3112.37         6.33E-22        0.00E+00
3112.86         1.39E-21        0.00E+00
3113.36         2.72E-21        0.00E+00
3113.85         1.06E-21        0.00E+00
3114.35         2.62E-21        0.00E+00
3114.85         3.90E-22        0.00E+00
3115.34         5.12E-22        0.00E+00
3115.84         2.13E-21        0.00E+00
3116.33         1.57E-22        0.00E+00
3116.83         4.55E-21        0.00E+00
3117.32         1.77E-21        0.00E+00
3117.82         2.90E-21        0.00E+00
3118.31         2.96E-21        0.00E+00
3118.81         2.11E-21        0.00E+00
3119.31         4.74E-21        0.00E+00
3119.80         4.61E-21        0.00E+00
3120.30         9.19E-22        0.00E+00
3120.79         6.81E-22        0.00E+00
3121.29         5.92E-22        0.00E+00
3121.78         5.08E-22        0.00E+00
3122.28         2.72E-21        0.00E+00
3122.78         8.21E-22        0.00E+00
3123.27         1.72E-21        0.00E+00
3123.77         7.84E-22        0.00E+00
3124.26         1.13E-21        0.00E+00
3124.76         3.95E-21        0.00E+00
3125.25         2.28E-21        0.00E+00
3125.75         1.78E-21        0.00E+00
3126.24         5.32E-22        0.00E+00
3126.74         7.53E-22        0.00E+00
3127.24         5.21E-21        0.00E+00
3127.73         1.36E-21        0.00E+00
3128.23         2.97E-21        0.00E+00
3128.72         1.74E-21        0.00E+00
3129.22         1.53E-21        0.00E+00
3129.71         1.24E-21        0.00E+00
3130.21         3.57E-21        0.00E+00
3130.71         3.09E-21        0.00E+00
3131.20         1.44E-21        0.00E+00
3131.70         2.24E-21        0.00E+00
3132.19         1.53E-21        0.00E+00
3132.69         9.45E-22        0.00E+00
3133.18         6.68E-22        0.00E+00
3133.68         3.77E-21        0.00E+00
3134.17         3.05E-21        0.00E+00
3134.67         1.00E-22        0.00E+00
3135.17         1.34E-21        0.00E+00
3135.66         5.04E-22        0.00E+00
3136.16         5.70E-22        0.00E+00
3136.65         1.33E-21        0.00E+00
3137.15         5.06E-22        0.00E+00
3137.64         1.61E-21        0.00E+00
3138.14         3.22E-21        0.00E+00
3138.63         1.38E-21        0.00E+00
3139.13         1.90E-21        0.00E+00
3139.63         7.49E-22        0.00E+00
3140.12         1.13E-21        0.00E+00
3140.62         1.47E-21        0.00E+00
3141.11         1.35E-22        0.00E+00
3141.61         3.37E-21        0.00E+00
3142.10         1.27E-21        0.00E+00
3142.60         7.56E-22        0.00E+00
3143.10         2.88E-21        0.00E+00
3143.59         5.22E-21        0.00E+00
3144.09         5.77E-21        0.00E+00
3144.58         5.17E-22        0.00E+00
3145.08         3.62E-21        0.00E+00
3145.57         4.87E-21        0.00E+00
3146.07         1.79E-21        0.00E+00
3146.56         8.50E-22        0.00E+00
3147.06         3.18E-21        0.00E+00
3147.56         2.51E-21        0.00E+00
3148.05         9.72E-22        0.00E+00
3148.55         1.60E-21        0.00E+00
3149.04         9.07E-22        0.00E+00
3149.54         2.78E-21        0.00E+00
3150.03         3.30E-21        0.00E+00
3150.53         1.71E-21        0.00E+00
3151.03         6.11E-22        0.00E+00
3151.52         1.13E-21        0.00E+00
3152.02         4.57E-21        0.00E+00
3152.51         3.53E-21        0.00E+00
3153.01         2.66E-22        0.00E+00
3153.50         1.70E-21        0.00E+00
3154.00         4.18E-21        0.00E+00
3154.49         2.73E-21        0.00E+00
3154.99         1.44E-21        0.00E+00
3155.49         2.91E-21        0.00E+00
3155.98         2.96E-21        0.00E+00
3156.48         1.26E-21        0.00E+00
3156.97         4.22E-21        0.00E+00
3157.47         8.33E-22        0.00E+00
3157.96         5.42E-21        0.00E+00
3158.46         1.76E-21        0.00E+00
3158.95         3.96E-21        0.00E+00
3159.45         2.68E-21        0.00E+00
3159.95         2.64E-21        0.00E+00
3160.44         2.39E-22        0.00E+00
3160.94         7.82E-21        0.00E+00
3161.43         4.92E-21        0.00E+00
3161.93         4.83E-21        0.00E+00
3162.42         3.24E-21        0.00E+00
3162.92         5.22E-21        0.00E+00
3163.42         3.99E-21        0.00E+00
3163.91         4.83E-21        0.00E+00
3164.41         2.17E-21        0.00E+00
3164.90         1.92E-21        0.00E+00
3165.40         2.50E-21        0.00E+00
3165.89         3.30E-21        0.00E+00
3166.39         1.95E-21        0.00E+00
3166.88         2.85E-21        0.00E+00
3167.38         3.54E-21        0.00E+00
3167.88         1.73E-21        0.00E+00
3168.37         1.47E-21        0.00E+00
3168.87         4.71E-21        0.00E+00
3169.36         1.03E-21        0.00E+00
3169.86         1.13E-21        0.00E+00
3170.35         6.47E-21        0.00E+00
3170.85         1.67E-22        0.00E+00
3171.34         2.88E-21        0.00E+00
3171.84         1.59E-21        0.00E+00
3172.34         3.34E-21        0.00E+00
3172.83         6.08E-22        0.00E+00
3173.33         7.88E-22        0.00E+00
3173.82         4.99E-21        0.00E+00
3174.32         9.30E-22        0.00E+00
3174.81         2.91E-21        0.00E+00
3175.31         1.12E-21        0.00E+00
3175.81         1.44E-21        0.00E+00
3176.30         1.94E-21        0.00E+00
3176.80         4.44E-21        0.00E+00
3177.29         3.28E-21        0.00E+00
3177.79         6.29E-21        0.00E+00
3178.28         1.26E-21        0.00E+00
3178.78         1.02E-21        0.00E+00
3179.27         5.36E-21        0.00E+00
3179.77         1.93E-21        0.00E+00
3180.27         6.33E-22        0.00E+00
3180.76         3.92E-21        0.00E+00
3181.26         2.97E-21        0.00E+00
3181.75         2.39E-21        0.00E+00
3182.25         2.54E-21        0.00E+00
3182.74         1.22E-21        0.00E+00
3183.24         1.70E-21        0.00E+00
3183.74         3.18E-22        0.00E+00
3184.23         5.69E-22        0.00E+00
3184.73         4.85E-21        0.00E+00
3185.22         3.23E-21        0.00E+00
3185.72         1.96E-21        0.00E+00
3186.21         1.14E-21        0.00E+00
3186.71         2.22E-21        0.00E+00
3187.20         2.15E-22        0.00E+00
3187.70         2.69E-21        0.00E+00
3188.20         3.11E-21        0.00E+00
3188.69         4.27E-21        0.00E+00
3189.19         3.47E-21        0.00E+00
3189.68         4.50E-21        0.00E+00
3190.18         3.40E-21        0.00E+00
3190.67         1.26E-21        0.00E+00
3191.17         4.03E-21        0.00E+00
3191.66         2.08E-21        0.00E+00
3192.16         1.56E-21        0.00E+00
3192.66         2.24E-21        0.00E+00
3193.15         3.24E-21        0.00E+00
3193.65         3.01E-21        0.00E+00
3194.14         1.20E-21        0.00E+00
3194.64         4.02E-21        0.00E+00
3195.13         6.12E-22        0.00E+00
3195.63         9.13E-22        0.00E+00
3196.13         4.60E-21        0.00E+00
3196.62         1.99E-21        0.00E+00
3197.12         1.19E-21        0.00E+00
3197.61         5.98E-21        0.00E+00
3198.11         2.95E-22        0.00E+00
3198.60         5.11E-22        0.00E+00
3199.10         3.52E-21        0.00E+00
3199.59         4.24E-21        0.00E+00
3200.09         3.93E-21        0.00E+00
3200.59         3.03E-21        0.00E+00
3201.08         2.32E-21        0.00E+00
3201.58         5.37E-22        0.00E+00
3202.07         4.67E-21        0.00E+00
3202.57         4.76E-21        0.00E+00
3203.06         2.32E-21        0.00E+00
3203.56         2.58E-21        0.00E+00
3204.05         2.57E-21        0.00E+00
3204.55         1.53E-21        0.00E+00
3205.05         9.99E-22        0.00E+00
3205.54         4.01E-21        0.00E+00
3206.04         2.40E-21        0.00E+00
3206.53         3.14E-21        0.00E+00
3207.03         5.22E-21        0.00E+00
3207.52         6.52E-22        0.00E+00
3208.02         1.34E-21        0.00E+00
3208.52         5.57E-21        0.00E+00
3209.01         2.54E-21        0.00E+00
3209.51         1.65E-21        0.00E+00
3210.00         4.79E-22        0.00E+00
3210.50         5.92E-21        0.00E+00
3210.99         7.40E-21        0.00E+00
3211.49         7.16E-21        0.00E+00
3211.98         1.39E-21        0.00E+00
3212.48         3.10E-21        0.00E+00
3212.98         2.71E-21        0.00E+00
3213.47         5.27E-21        0.00E+00
3213.97         9.06E-21        0.00E+00
3214.46         2.35E-21        0.00E+00
3214.96         1.77E-21        0.00E+00
3215.45         6.71E-21        0.00E+00
3215.95         3.86E-22        0.00E+00
3216.45         1.80E-21        0.00E+00
3216.94         2.45E-21        0.00E+00
3217.44         6.74E-22        0.00E+00
3217.93         2.74E-21        0.00E+00
3218.43         6.47E-22        0.00E+00
3218.92         1.90E-21        0.00E+00
3219.42         2.98E-21        0.00E+00
3219.91         7.08E-21        0.00E+00
3220.41         2.13E-21        0.00E+00
3220.91         3.48E-21        0.00E+00
3221.40         4.50E-21        0.00E+00
3221.90         5.83E-21        0.00E+00
3222.39         4.58E-22        0.00E+00
3222.89         9.59E-22        0.00E+00
3223.38         2.44E-21        0.00E+00
3223.88         1.07E-21        0.00E+00
3224.37         2.75E-21        0.00E+00
3224.87         6.63E-22        0.00E+00
3225.37         9.79E-22        0.00E+00
3225.86         1.50E-21        0.00E+00
3226.36         1.04E-21        0.00E+00
3226.85         1.33E-21        0.00E+00
3227.35         9.38E-22        0.00E+00
3227.84         1.63E-21        0.00E+00
3228.34         8.10E-22        0.00E+00
3228.84         2.92E-21        0.00E+00
3229.33         1.10E-21        0.00E+00
3229.83         5.50E-22        0.00E+00
3230.32         3.30E-21        0.00E+00
3230.82         1.98E-21        0.00E+00
3231.31         3.27E-21        0.00E+00
3231.81         3.49E-21        0.00E+00
3232.30         3.38E-21        0.00E+00
3232.80         3.45E-22        0.00E+00
3233.30         5.13E-21        0.00E+00
3233.79         1.99E-21        0.00E+00
3234.29         3.87E-21        0.00E+00
3234.78         6.66E-22        0.00E+00
3235.28         3.41E-21        0.00E+00
3235.77         2.95E-21        0.00E+00
3236.27         2.83E-22        0.00E+00
3236.77         2.97E-21        0.00E+00
3237.26         9.03E-22        0.00E+00
3237.76         1.91E-21        0.00E+00
3238.25         2.51E-21        0.00E+00
3238.75         1.98E-21        0.00E+00
3239.24         7.28E-22        0.00E+00
3239.74         4.75E-21        0.00E+00
3240.23         5.15E-21        0.00E+00
3240.73         1.46E-21        0.00E+00
3241.23         5.70E-21        0.00E+00
3241.72         3.12E-21        0.00E+00
3242.22         3.40E-21        0.00E+00
3242.71         2.34E-21        0.00E+00
3243.21         1.03E-21        0.00E+00
3243.70         1.95E-21        0.00E+00
3244.20         8.82E-22        0.00E+00
3244.69         1.77E-21        0.00E+00
3245.19         1.81E-21        0.00E+00
3245.69         2.19E-21        0.00E+00
3246.18         9.79E-22        0.00E+00
3246.68         1.62E-21        0.00E+00
3247.17         2.83E-21        0.00E+00
3247.67         1.15E-21        0.00E+00
3248.16         3.64E-21        0.00E+00
3248.66         4.06E-21        0.00E+00
3249.16         3.53E-22        0.00E+00
3249.65         4.74E-21        0.00E+00
3250.15         9.18E-21        0.00E+00
3250.64         1.54E-21        0.00E+00
3251.14         3.69E-21        0.00E+00
3251.63         4.93E-21        0.00E+00
3252.13         1.94E-21        0.00E+00
3252.62         1.06E-20        0.00E+00
3253.12         4.30E-21        0.00E+00
3253.62         3.93E-21        0.00E+00
3254.11         2.79E-21        0.00E+00
3254.61         1.05E-20        0.00E+00
3255.10         1.25E-20        0.00E+00
3255.60         4.04E-21        0.00E+00
3256.09         2.72E-21        0.00E+00
3256.59         9.94E-21        0.00E+00
3257.08         6.73E-21        0.00E+00
3257.58         1.71E-20        0.00E+00
3258.08         1.77E-20        0.00E+00
3258.57         1.22E-20        0.00E+00
3259.07         5.63E-21        0.00E+00
3259.56         9.02E-22        0.00E+00
3260.06         1.65E-21        0.00E+00
3260.55         1.19E-21        0.00E+00
3261.05         4.05E-21        0.00E+00
3261.55         5.86E-21        0.00E+00
3262.04         4.29E-21        0.00E+00
3262.54         2.58E-21        0.00E+00
3263.03         1.47E-21        0.00E+00
3263.53         1.62E-21        0.00E+00
3264.02         1.44E-21        0.00E+00
3264.52         2.69E-21        0.00E+00
