0 Branching ratio for SO2       Total        1 branches    
Lambda          Total           SO/O
3265.51         4.83E-21        0.00E+00
3266.01         4.66E-21        0.00E+00
3266.50         4.50E-21        0.00E+00
3267.00         4.37E-21        0.00E+00
3267.49         4.26E-21        0.00E+00
3267.99         4.17E-21        0.00E+00
3268.48         4.16E-21        0.00E+00
3268.98         4.15E-21        0.00E+00
3269.48         4.26E-21        0.00E+00
3269.97         4.37E-21        0.00E+00
3270.47         4.58E-21        0.00E+00
3270.96         4.83E-21        0.00E+00
3271.46         5.10E-21        0.00E+00
3271.95         5.40E-21        0.00E+00
3272.45         5.68E-21        0.00E+00
3272.94         5.89E-21        0.00E+00
3273.44         6.10E-21        0.00E+00
3273.94         5.97E-21        0.00E+00
3274.43         5.81E-21        0.00E+00
3274.93         5.57E-21        0.00E+00
3275.42         5.27E-21        0.00E+00
3275.92         5.00E-21        0.00E+00
3276.41         4.75E-21        0.00E+00
3276.91         4.51E-21        0.00E+00
3277.40         4.29E-21        0.00E+00
3277.90         4.08E-21        0.00E+00
3278.40         3.94E-21        0.00E+00
3278.89         3.81E-21        0.00E+00
3279.39         3.75E-21        0.00E+00
3279.88         3.73E-21        0.00E+00
3280.38         3.74E-21        0.00E+00
3280.87         3.81E-21        0.00E+00
3281.37         3.87E-21        0.00E+00
3281.87         3.89E-21        0.00E+00
3282.36         3.91E-21        0.00E+00
3282.86         3.86E-21        0.00E+00
3283.35         3.81E-21        0.00E+00
3283.85         3.73E-21        0.00E+00
3284.34         3.64E-21        0.00E+00
3284.84         3.55E-21        0.00E+00
3285.33         3.45E-21        0.00E+00
3285.83         3.36E-21        0.00E+00
3286.33         3.30E-21        0.00E+00
3286.82         3.24E-21        0.00E+00
3287.32         3.19E-21        0.00E+00
3287.81         3.14E-21        0.00E+00
3288.31         3.12E-21        0.00E+00
3288.80         3.10E-21        0.00E+00
3289.30         3.12E-21        0.00E+00
3289.79         3.17E-21        0.00E+00
3290.29         3.25E-21        0.00E+00
3290.79         3.40E-21        0.00E+00
3291.28         3.55E-21        0.00E+00
3291.78         3.71E-21        0.00E+00
3292.27         3.87E-21        0.00E+00
3292.77         3.91E-21        0.00E+00
3293.26         3.89E-21        0.00E+00
3293.76         3.80E-21        0.00E+00
3294.26         3.61E-21        0.00E+00
3294.75         3.41E-21        0.00E+00
3295.25         3.18E-21        0.00E+00
3295.74         2.95E-21        0.00E+00
3296.24         2.76E-21        0.00E+00
3296.73         2.58E-21        0.00E+00
3297.23         2.44E-21        0.00E+00
3297.72         2.33E-21        0.00E+00
3298.22         2.22E-21        0.00E+00
3298.72         2.13E-21        0.00E+00
3299.21         2.04E-21        0.00E+00
3299.71         2.01E-21        0.00E+00
3300.20         1.98E-21        0.00E+00
3300.70         2.02E-21        0.00E+00
3301.19         2.06E-21        0.00E+00
3301.69         2.08E-21        0.00E+00
3302.19         2.08E-21        0.00E+00
3302.68         2.08E-21        0.00E+00
3303.18         2.06E-21        0.00E+00
3303.67         2.05E-21        0.00E+00
3304.17         2.10E-21        0.00E+00
3304.66         2.14E-21        0.00E+00
3305.16         2.24E-21        0.00E+00
3305.65         2.34E-21        0.00E+00
3306.15         2.41E-21        0.00E+00
3306.65         2.48E-21        0.00E+00
3307.14         2.47E-21        0.00E+00
3307.64         2.39E-21        0.00E+00
3308.13         2.29E-21        0.00E+00
3308.63         2.15E-21        0.00E+00
3309.12         2.01E-21        0.00E+00
3309.62         1.88E-21        0.00E+00
3310.11         1.75E-21        0.00E+00
3310.61         1.65E-21        0.00E+00
3311.11         1.57E-21        0.00E+00
3311.60         1.53E-21        0.00E+00
3312.10         1.53E-21        0.00E+00
3312.59         1.54E-21        0.00E+00
3313.09         1.54E-21        0.00E+00
3313.58         1.54E-21        0.00E+00
3314.08         1.48E-21        0.00E+00
3314.58         1.42E-21        0.00E+00
3315.07         1.38E-21        0.00E+00
3315.57         1.35E-21        0.00E+00
3316.06         1.31E-21        0.00E+00
3316.56         1.27E-21        0.00E+00
3317.05         1.24E-21        0.00E+00
3317.55         1.25E-21        0.00E+00
3318.04         1.26E-21        0.00E+00
3318.54         1.23E-21        0.00E+00
3319.04         1.20E-21        0.00E+00
3319.53         1.19E-21        0.00E+00
3320.03         1.18E-21        0.00E+00
3320.52         1.18E-21        0.00E+00
3321.02         1.19E-21        0.00E+00
3321.51         1.19E-21        0.00E+00
3322.01         1.19E-21        0.00E+00
3322.51         1.19E-21        0.00E+00
3323.00         1.24E-21        0.00E+00
3323.50         1.28E-21        0.00E+00
3323.99         1.32E-21        0.00E+00
3324.49         1.36E-21        0.00E+00
3324.98         1.35E-21        0.00E+00
3325.48         1.34E-21        0.00E+00
3325.97         1.34E-21        0.00E+00
3326.47         1.36E-21        0.00E+00
3326.97         1.39E-21        0.00E+00
3327.46         1.43E-21        0.00E+00
3327.96         1.47E-21        0.00E+00
3328.45         1.39E-21        0.00E+00
3328.95         1.30E-21        0.00E+00
3329.44         1.22E-21        0.00E+00
3329.94         1.14E-21        0.00E+00
3330.43         1.08E-21        0.00E+00
3330.93         1.03E-21        0.00E+00
3331.43         9.96E-22        0.00E+00
3331.92         9.95E-22        0.00E+00
3332.42         9.94E-22        0.00E+00
3332.91         9.79E-22        0.00E+00
3333.41         9.65E-22        0.00E+00
3333.90         9.46E-22        0.00E+00
3334.40         9.26E-22        0.00E+00
3334.90         9.02E-22        0.00E+00
3335.39         8.76E-22        0.00E+00
3335.89         8.51E-22        0.00E+00
3336.38         8.29E-22        0.00E+00
3336.88         8.12E-22        0.00E+00
3337.37         8.29E-22        0.00E+00
3337.87         8.45E-22        0.00E+00
3338.36         8.76E-22        0.00E+00
3338.86         9.07E-22        0.00E+00
3339.36         9.43E-22        0.00E+00
3339.85         9.80E-22        0.00E+00
3340.35         9.99E-22        0.00E+00
3340.84         9.97E-22        0.00E+00
3341.34         9.84E-22        0.00E+00
3341.83         9.31E-22        0.00E+00
3342.33         8.79E-22        0.00E+00
3342.82         8.29E-22        0.00E+00
3343.32         7.78E-22        0.00E+00
3343.82         7.52E-22        0.00E+00
3344.31         7.33E-22        0.00E+00
3344.81         7.02E-22        0.00E+00
3345.30         6.62E-22        0.00E+00
3345.80         6.36E-22        0.00E+00
3346.29         6.35E-22        0.00E+00
3346.79         6.34E-22        0.00E+00
3347.29         6.31E-22        0.00E+00
3347.78         6.27E-22        0.00E+00
3348.28         5.99E-22        0.00E+00
3348.77         5.67E-22        0.00E+00
3349.27         5.68E-22        0.00E+00
3349.76         5.85E-22        0.00E+00
3350.26         5.94E-22        0.00E+00
3350.75         5.93E-22        0.00E+00
3351.25         5.92E-22        0.00E+00
3351.75         5.90E-22        0.00E+00
3352.24         5.88E-22        0.00E+00
3352.74         5.69E-22        0.00E+00
3353.23         5.50E-22        0.00E+00
3353.73         5.17E-22        0.00E+00
3354.22         4.81E-22        0.00E+00
3354.72         4.52E-22        0.00E+00
3355.22         4.28E-22        0.00E+00
3355.71         4.13E-22        0.00E+00
3356.21         4.15E-22        0.00E+00
3356.70         4.20E-22        0.00E+00
3357.20         4.50E-22        0.00E+00
3357.69         4.80E-22        0.00E+00
3358.19         5.14E-22        0.00E+00
3358.68         5.49E-22        0.00E+00
3359.18         5.62E-22        0.00E+00
3359.68         5.66E-22        0.00E+00
3360.17         5.58E-22        0.00E+00
3360.67         5.37E-22        0.00E+00
3361.16         5.11E-22        0.00E+00
3361.66         4.73E-22        0.00E+00
3362.15         4.35E-22        0.00E+00
3362.65         4.37E-22        0.00E+00
3363.14         4.39E-22        0.00E+00
3363.64         4.49E-22        0.00E+00
3364.14         4.61E-22        0.00E+00
3364.63         4.71E-22        0.00E+00
3365.13         4.79E-22        0.00E+00
3365.62         4.80E-22        0.00E+00
3366.12         4.70E-22        0.00E+00
3366.61         4.58E-22        0.00E+00
3367.11         4.38E-22        0.00E+00
3367.61         4.17E-22        0.00E+00
3368.10         4.15E-22        0.00E+00
3368.60         4.14E-22        0.00E+00
3369.09         3.94E-22        0.00E+00
3369.59         3.64E-22        0.00E+00
3370.08         3.47E-22        0.00E+00
3370.58         3.42E-22        0.00E+00
3371.07         3.41E-22        0.00E+00
3371.57         3.52E-22        0.00E+00
3372.07         3.62E-22        0.00E+00
3372.56         3.44E-22        0.00E+00
3373.06         3.26E-22        0.00E+00
3373.55         3.17E-22        0.00E+00
3374.05         3.11E-22        0.00E+00
3374.54         3.20E-22        0.00E+00
3375.04         3.38E-22        0.00E+00
3375.54         3.49E-22        0.00E+00
3376.03         3.52E-22        0.00E+00
3376.53         3.53E-22        0.00E+00
3377.02         3.44E-22        0.00E+00
3377.52         3.35E-22        0.00E+00
3378.01         3.20E-22        0.00E+00
3378.51         3.05E-22        0.00E+00
3379.00         2.90E-22        0.00E+00
3379.50         2.75E-22        0.00E+00
3380.00         2.47E-22        0.00E+00
3380.49         2.09E-22        0.00E+00
3380.99         1.88E-22        0.00E+00
3381.48         1.99E-22        0.00E+00
3381.98         2.09E-22        0.00E+00
3382.47         2.17E-22        0.00E+00
3382.97         2.24E-22        0.00E+00
3383.46         2.30E-22        0.00E+00
3383.96         2.35E-22        0.00E+00
3384.46         2.31E-22        0.00E+00
3384.95         2.22E-22        0.00E+00
3385.45         2.23E-22        0.00E+00
3385.94         2.33E-22        0.00E+00
3386.44         2.39E-22        0.00E+00
3386.93         2.36E-22        0.00E+00
3387.43         2.32E-22        0.00E+00
3387.93         2.21E-22        0.00E+00
3388.42         2.09E-22        0.00E+00
3388.92         2.00E-22        0.00E+00
3389.41         1.91E-22        0.00E+00
3389.91         1.82E-22        0.00E+00
3390.40         1.72E-22        0.00E+00
3390.90         1.68E-22        0.00E+00
3391.39         1.72E-22        0.00E+00
3391.89         1.74E-22        0.00E+00
3392.39         1.70E-22        0.00E+00
3392.88         1.68E-22        0.00E+00
3393.38         1.98E-22        0.00E+00
3393.87         2.29E-22        0.00E+00
3394.37         2.34E-22        0.00E+00
3394.86         2.34E-22        0.00E+00
3395.36         2.37E-22        0.00E+00
3395.85         2.44E-22        0.00E+00
3396.35         2.36E-22        0.00E+00
3396.85         2.09E-22        0.00E+00
3397.34         1.88E-22        0.00E+00
3397.84         1.87E-22        0.00E+00
3398.33         1.86E-22        0.00E+00
3398.83         1.90E-22        0.00E+00
3399.32         1.95E-22        0.00E+00
3399.82         1.93E-22        0.00E+00
3400.32         1.91E-22        0.00E+00
3400.81         1.92E-22        0.00E+00
3401.31         1.97E-22        0.00E+00
3401.80         1.91E-22        0.00E+00
3402.30         1.71E-22        0.00E+00
3402.79         1.58E-22        0.00E+00
3403.29         1.77E-22        0.00E+00
3403.78         1.95E-22        0.00E+00
3404.28         1.85E-22        0.00E+00
3404.78         1.74E-22        0.00E+00
3405.27         1.52E-22        0.00E+00
3405.77         1.28E-22        0.00E+00
3406.26         1.09E-22        0.00E+00
3406.76         9.51E-23        0.00E+00
3407.25         9.00E-23        0.00E+00
3407.75         1.00E-22        0.00E+00
3408.25         1.07E-22        0.00E+00
3408.74         9.80E-23        0.00E+00
3409.24         8.93E-23        0.00E+00
3409.73         5.80E-23        0.00E+00
3410.23         2.62E-23        0.00E+00
3410.72         1.90E-23        0.00E+00
3411.22         1.91E-23        0.00E+00
3411.71         2.41E-23        0.00E+00
3412.21         3.28E-23        0.00E+00
3412.71         3.55E-23        0.00E+00
3413.20         2.83E-23        0.00E+00
3413.70         2.49E-23        0.00E+00
3414.19         3.97E-23        0.00E+00
3414.69         5.45E-23        0.00E+00
3415.18         8.52E-23        0.00E+00
3415.68         1.16E-22        0.00E+00
3416.17         1.06E-22        0.00E+00
3416.67         8.47E-23        0.00E+00
3417.17         7.85E-23        0.00E+00
3417.66         8.39E-23        0.00E+00
3418.16         9.56E-23        0.00E+00
3418.65         1.18E-22        0.00E+00
3419.15         1.35E-22        0.00E+00
3419.64         1.29E-22        0.00E+00
3420.14         1.23E-22        0.00E+00
3420.64         1.19E-22        0.00E+00
3421.13         1.15E-22        0.00E+00
3421.63         1.11E-22        0.00E+00
3422.12         1.07E-22        0.00E+00
3422.62         1.12E-22        0.00E+00
3423.11         1.23E-22        0.00E+00
3423.61         1.33E-22        0.00E+00
3424.10         1.39E-22        0.00E+00
3424.60         1.38E-22        0.00E+00
3425.10         1.06E-22        0.00E+00
3425.59         7.41E-23        0.00E+00
3426.09         6.03E-23        0.00E+00
3426.58         4.66E-23        0.00E+00
3427.08         2.86E-23        0.00E+00
3427.57         9.40E-24        0.00E+00
3428.07         1.06E-23        0.00E+00
3428.56         2.54E-23        0.00E+00
3429.06         3.52E-23        0.00E+00
3429.56         3.80E-23        0.00E+00
3430.05         4.23E-23        0.00E+00
3430.55         5.24E-23        0.00E+00
3431.04         6.26E-23        0.00E+00
3431.54         7.11E-23        0.00E+00
3432.03         7.96E-23        0.00E+00
3432.53         5.78E-23        0.00E+00
3433.03         2.96E-23        0.00E+00
3433.52         2.40E-23        0.00E+00
3434.02         3.17E-23        0.00E+00
3434.51         4.37E-23        0.00E+00
3435.01         6.10E-23        0.00E+00
3435.50         7.36E-23        0.00E+00
3436.00         7.14E-23        0.00E+00
3436.49         6.94E-23        0.00E+00
3436.99         7.14E-23        0.00E+00
3437.49         7.33E-23        0.00E+00
3437.98         7.75E-23        0.00E+00
3438.48         8.20E-23        0.00E+00
3438.97         9.03E-23        0.00E+00
3439.47         1.00E-22        0.00E+00
3439.96         1.10E-22        0.00E+00
3440.46         1.20E-22        0.00E+00
3440.96         1.20E-22        0.00E+00
3441.45         9.68E-23        0.00E+00
3441.95         7.75E-23        0.00E+00
3442.44         9.61E-23        0.00E+00
3442.94         1.15E-22        0.00E+00
3443.43         1.03E-22        0.00E+00
3443.93         8.73E-23        0.00E+00
3444.42         6.96E-23        0.00E+00
3444.92         5.09E-23        0.00E+00
