0 Branching ratio for SO2       Total        1 branches    
Lambda          Total           SO/O
2901.24         8.06E-19        0.00E+00
2901.73         8.31E-19        0.00E+00
2902.23         8.27E-19        0.00E+00
2902.73         8.24E-19        0.00E+00
2903.22         8.14E-19        0.00E+00
2903.72         8.02E-19        0.00E+00
2904.21         8.01E-19        0.00E+00
2904.71         8.08E-19        0.00E+00
2905.20         8.22E-19        0.00E+00
2905.70         8.50E-19        0.00E+00
2906.20         8.79E-19        0.00E+00
2906.69         9.19E-19        0.00E+00
2907.19         9.58E-19        0.00E+00
2907.68         9.67E-19        0.00E+00
2908.18         9.72E-19        0.00E+00
2908.67         9.49E-19        0.00E+00
2909.17         9.10E-19        0.00E+00
2909.66         8.72E-19        0.00E+00
2910.16         8.34E-19        0.00E+00
2910.66         7.99E-19        0.00E+00
2911.15         7.74E-19        0.00E+00
2911.65         7.48E-19        0.00E+00
2912.14         7.23E-19        0.00E+00
2912.64         6.98E-19        0.00E+00
2913.13         6.74E-19        0.00E+00
2913.63         6.50E-19        0.00E+00
2914.12         6.28E-19        0.00E+00
2914.62         6.08E-19        0.00E+00
2915.12         5.91E-19        0.00E+00
2915.61         5.83E-19        0.00E+00
2916.11         5.77E-19        0.00E+00
2916.60         5.94E-19        0.00E+00
2917.10         6.10E-19        0.00E+00
2917.59         6.44E-19        0.00E+00
2918.09         6.80E-19        0.00E+00
2918.59         7.12E-19        0.00E+00
2919.08         7.40E-19        0.00E+00
2919.58         7.61E-19        0.00E+00
2920.07         7.71E-19        0.00E+00
2920.57         7.83E-19        0.00E+00
2921.06         8.06E-19        0.00E+00
2921.56         8.28E-19        0.00E+00
2922.05         8.64E-19        0.00E+00
2922.55         8.99E-19        0.00E+00
2923.05         9.21E-19        0.00E+00
2923.54         9.37E-19        0.00E+00
2924.04         9.46E-19        0.00E+00
2924.53         9.48E-19        0.00E+00
2925.03         9.47E-19        0.00E+00
2925.52         9.38E-19        0.00E+00
2926.02         9.27E-19        0.00E+00
2926.51         9.03E-19        0.00E+00
2927.01         8.79E-19        0.00E+00
2927.51         8.52E-19        0.00E+00
2928.00         8.25E-19        0.00E+00
2928.50         7.97E-19        0.00E+00
2928.99         7.67E-19        0.00E+00
2929.49         7.38E-19        0.00E+00
2929.98         7.09E-19        0.00E+00
2930.48         6.80E-19        0.00E+00
2930.98         6.54E-19        0.00E+00
2931.47         6.28E-19        0.00E+00
2931.97         6.02E-19        0.00E+00
2932.46         5.77E-19        0.00E+00
2932.96         5.57E-19        0.00E+00
2933.45         5.40E-19        0.00E+00
2933.95         5.29E-19        0.00E+00
2934.44         5.27E-19        0.00E+00
2934.94         5.28E-19        0.00E+00
2935.44         5.39E-19        0.00E+00
2935.93         5.52E-19        0.00E+00
2936.43         5.78E-19        0.00E+00
2936.92         6.05E-19        0.00E+00
2937.42         6.61E-19        0.00E+00
2937.91         7.22E-19        0.00E+00
2938.41         7.85E-19        0.00E+00
2938.91         8.48E-19        0.00E+00
2939.40         8.96E-19        0.00E+00
2939.90         9.18E-19        0.00E+00
2940.39         9.34E-19        0.00E+00
2940.89         9.24E-19        0.00E+00
2941.38         9.14E-19        0.00E+00
2941.88         8.99E-19        0.00E+00
2942.37         8.83E-19        0.00E+00
2942.87         8.83E-19        0.00E+00
2943.37         8.87E-19        0.00E+00
2943.86         8.97E-19        0.00E+00
2944.36         9.13E-19        0.00E+00
2944.85         9.26E-19        0.00E+00
2945.35         9.30E-19        0.00E+00
2945.84         9.32E-19        0.00E+00
2946.34         9.07E-19        0.00E+00
2946.83         8.81E-19        0.00E+00
2947.33         8.36E-19        0.00E+00
2947.83         7.87E-19        0.00E+00
2948.32         7.41E-19        0.00E+00
2948.82         6.98E-19        0.00E+00
2949.31         6.60E-19        0.00E+00
2949.81         6.29E-19        0.00E+00
2950.30         5.99E-19        0.00E+00
2950.80         5.74E-19        0.00E+00
2951.30         5.49E-19        0.00E+00
2951.79         5.26E-19        0.00E+00
2952.29         5.02E-19        0.00E+00
2952.78         4.83E-19        0.00E+00
2953.28         4.65E-19        0.00E+00
2953.77         4.54E-19        0.00E+00
2954.27         4.48E-19        0.00E+00
2954.76         4.46E-19        0.00E+00
2955.26         4.52E-19        0.00E+00
2955.76         4.60E-19        0.00E+00
2956.25         4.82E-19        0.00E+00
2956.75         5.04E-19        0.00E+00
2957.24         5.47E-19        0.00E+00
2957.74         5.94E-19        0.00E+00
2958.23         6.52E-19        0.00E+00
2958.73         7.16E-19        0.00E+00
2959.23         7.78E-19        0.00E+00
2959.72         8.36E-19        0.00E+00
2960.22         8.91E-19        0.00E+00
2960.71         9.29E-19        0.00E+00
2961.21         9.67E-19        0.00E+00
2961.70         9.90E-19        0.00E+00
2962.20         1.01E-18        0.00E+00
2962.69         1.01E-18        0.00E+00
2963.19         1.00E-18        0.00E+00
2963.69         9.70E-19        0.00E+00
2964.18         9.24E-19        0.00E+00
2964.68         8.76E-19        0.00E+00
2965.17         8.22E-19        0.00E+00
2965.67         7.68E-19        0.00E+00
2966.16         7.22E-19        0.00E+00
2966.66         6.76E-19        0.00E+00
2967.15         6.41E-19        0.00E+00
2967.65         6.08E-19        0.00E+00
2968.15         5.84E-19        0.00E+00
2968.64         5.65E-19        0.00E+00
2969.14         5.48E-19        0.00E+00
2969.63         5.33E-19        0.00E+00
2970.13         5.15E-19        0.00E+00
2970.62         4.89E-19        0.00E+00
2971.12         4.63E-19        0.00E+00
2971.62         4.35E-19        0.00E+00
2972.11         4.06E-19        0.00E+00
2972.61         3.84E-19        0.00E+00
2973.10         3.64E-19        0.00E+00
2973.60         3.50E-19        0.00E+00
2974.09         3.39E-19        0.00E+00
2974.59         3.34E-19        0.00E+00
2975.08         3.39E-19        0.00E+00
2975.58         3.47E-19        0.00E+00
2976.08         3.71E-19        0.00E+00
2976.57         3.95E-19        0.00E+00
2977.07         4.39E-19        0.00E+00
2977.56         4.85E-19        0.00E+00
2978.06         5.57E-19        0.00E+00
2978.55         6.40E-19        0.00E+00
2979.05         7.28E-19        0.00E+00
2979.54         8.19E-19        0.00E+00
2980.04         8.98E-19        0.00E+00
2980.54         9.39E-19        0.00E+00
2981.03         9.78E-19        0.00E+00
2981.53         9.69E-19        0.00E+00
2982.02         9.60E-19        0.00E+00
2982.52         9.42E-19        0.00E+00
2983.01         9.21E-19        0.00E+00
2983.51         9.01E-19        0.00E+00
2984.01         8.81E-19        0.00E+00
2984.50         8.58E-19        0.00E+00
2985.00         8.27E-19        0.00E+00
2985.49         7.94E-19        0.00E+00
2985.99         7.50E-19        0.00E+00
2986.48         7.06E-19        0.00E+00
2986.98         6.63E-19        0.00E+00
2987.47         6.19E-19        0.00E+00
2987.97         5.80E-19        0.00E+00
2988.47         5.44E-19        0.00E+00
2988.96         5.11E-19        0.00E+00
2989.46         4.82E-19        0.00E+00
2989.95         4.54E-19        0.00E+00
2990.45         4.30E-19        0.00E+00
2990.94         4.06E-19        0.00E+00
2991.44         3.86E-19        0.00E+00
2991.94         3.65E-19        0.00E+00
2992.43         3.48E-19        0.00E+00
2992.93         3.30E-19        0.00E+00
2993.42         3.18E-19        0.00E+00
2993.92         3.08E-19        0.00E+00
2994.41         3.02E-19        0.00E+00
2994.91         3.01E-19        0.00E+00
2995.40         3.01E-19        0.00E+00
2995.90         3.06E-19        0.00E+00
2996.40         3.12E-19        0.00E+00
2996.89         3.25E-19        0.00E+00
2997.39         3.39E-19        0.00E+00
2997.88         3.79E-19        0.00E+00
2998.38         4.27E-19        0.00E+00
2998.87         5.09E-19        0.00E+00
2999.37         6.19E-19        0.00E+00
2999.86         7.38E-19        0.00E+00
3000.36         8.73E-19        0.00E+00
3000.86         9.97E-19        0.00E+00
3001.35         1.03E-18        0.00E+00
3001.85         1.07E-18        0.00E+00
3002.34         1.03E-18        0.00E+00
3002.84         9.86E-19        0.00E+00
3003.33         9.33E-19        0.00E+00
3003.83         8.77E-19        0.00E+00
3004.33         8.23E-19        0.00E+00
3004.82         7.72E-19        0.00E+00
3005.32         7.22E-19        0.00E+00
3005.81         6.74E-19        0.00E+00
3006.31         6.27E-19        0.00E+00
3006.80         5.86E-19        0.00E+00
3007.30         5.46E-19        0.00E+00
3007.79         5.10E-19        0.00E+00
3008.29         4.77E-19        0.00E+00
3008.79         4.48E-19        0.00E+00
3009.28         4.23E-19        0.00E+00
3009.78         4.00E-19        0.00E+00
3010.27         3.79E-19        0.00E+00
3010.77         3.59E-19        0.00E+00
3011.26         3.39E-19        0.00E+00
3011.76         3.20E-19        0.00E+00
3012.26         3.03E-19        0.00E+00
3012.75         2.85E-19        0.00E+00
3013.25         2.71E-19        0.00E+00
3013.74         2.58E-19        0.00E+00
3014.24         2.48E-19        0.00E+00
3014.73         2.40E-19        0.00E+00
3015.23         2.36E-19        0.00E+00
3015.72         2.38E-19        0.00E+00
3016.22         2.43E-19        0.00E+00
3016.72         2.64E-19        0.00E+00
3017.21         2.86E-19        0.00E+00
3017.71         3.26E-19        0.00E+00
3018.20         3.69E-19        0.00E+00
3018.70         4.32E-19        0.00E+00
3019.19         5.05E-19        0.00E+00
3019.69         5.84E-19        0.00E+00
3020.18         6.70E-19        0.00E+00
3020.68         7.50E-19        0.00E+00
3021.18         8.05E-19        0.00E+00
3021.67         8.61E-19        0.00E+00
3022.17         8.69E-19        0.00E+00
3022.66         8.77E-19        0.00E+00
3023.16         8.60E-19        0.00E+00
3023.65         8.36E-19        0.00E+00
3024.15         8.04E-19        0.00E+00
3024.65         7.66E-19        0.00E+00
3025.14         7.25E-19        0.00E+00
3025.64         6.78E-19        0.00E+00
3026.13         6.31E-19        0.00E+00
3026.63         5.86E-19        0.00E+00
3027.12         5.41E-19        0.00E+00
3027.62         5.04E-19        0.00E+00
3028.11         4.68E-19        0.00E+00
3028.61         4.36E-19        0.00E+00
3029.11         4.07E-19        0.00E+00
3029.60         3.81E-19        0.00E+00
3030.10         3.56E-19        0.00E+00
3030.59         3.32E-19        0.00E+00
3031.09         3.11E-19        0.00E+00
3031.58         2.91E-19        0.00E+00
3032.08         2.76E-19        0.00E+00
3032.57         2.61E-19        0.00E+00
3033.07         2.49E-19        0.00E+00
3033.57         2.38E-19        0.00E+00
3034.06         2.30E-19        0.00E+00
3034.56         2.24E-19        0.00E+00
3035.05         2.21E-19        0.00E+00
3035.55         2.20E-19        0.00E+00
3036.04         2.21E-19        0.00E+00
3036.54         2.25E-19        0.00E+00
3037.04         2.30E-19        0.00E+00
3037.53         2.39E-19        0.00E+00
3038.03         2.48E-19        0.00E+00
3038.52         2.64E-19        0.00E+00
3039.02         2.82E-19        0.00E+00
3039.51         3.15E-19        0.00E+00
3040.01         3.58E-19        0.00E+00
3040.50         4.13E-19        0.00E+00
3041.00         4.90E-19        0.00E+00
3041.50         5.68E-19        0.00E+00
3041.99         6.57E-19        0.00E+00
3042.49         7.46E-19        0.00E+00
3042.98         7.65E-19        0.00E+00
3043.48         7.78E-19        0.00E+00
3043.97         7.56E-19        0.00E+00
3044.47         7.18E-19        0.00E+00
3044.97         6.80E-19        0.00E+00
3045.46         6.43E-19        0.00E+00
3045.96         6.04E-19        0.00E+00
3046.45         5.65E-19        0.00E+00
3046.95         5.26E-19        0.00E+00
3047.44         4.86E-19        0.00E+00
3047.94         4.47E-19        0.00E+00
3048.43         4.14E-19        0.00E+00
3048.93         3.83E-19        0.00E+00
3049.43         3.57E-19        0.00E+00
3049.92         3.33E-19        0.00E+00
3050.42         3.12E-19        0.00E+00
3050.91         2.94E-19        0.00E+00
3051.41         2.75E-19        0.00E+00
3051.90         2.59E-19        0.00E+00
3052.40         2.43E-19        0.00E+00
3052.89         2.30E-19        0.00E+00
3053.39         2.16E-19        0.00E+00
3053.89         2.04E-19        0.00E+00
3054.38         1.94E-19        0.00E+00
3054.88         1.86E-19        0.00E+00
3055.37         1.81E-19        0.00E+00
3055.87         1.77E-19        0.00E+00
3056.36         1.78E-19        0.00E+00
3056.86         1.80E-19        0.00E+00
3057.36         1.84E-19        0.00E+00
3057.85         1.89E-19        0.00E+00
3058.35         2.01E-19        0.00E+00
3058.84         2.13E-19        0.00E+00
3059.34         2.36E-19        0.00E+00
3059.83         2.62E-19        0.00E+00
3060.33         2.92E-19        0.00E+00
3060.82         3.26E-19        0.00E+00
3061.32         3.60E-19        0.00E+00
3061.82         3.94E-19        0.00E+00
3062.31         4.29E-19        0.00E+00
3062.81         4.65E-19        0.00E+00
3063.30         5.02E-19        0.00E+00
3063.80         5.40E-19        0.00E+00
3064.29         5.77E-19        0.00E+00
3064.79         6.01E-19        0.00E+00
3065.28         6.19E-19        0.00E+00
3065.78         6.18E-19        0.00E+00
3066.28         5.96E-19        0.00E+00
3066.77         5.69E-19        0.00E+00
3067.27         5.26E-19        0.00E+00
3067.76         4.84E-19        0.00E+00
3068.26         4.45E-19        0.00E+00
3068.75         4.06E-19        0.00E+00
3069.25         3.76E-19        0.00E+00
3069.75         3.48E-19        0.00E+00
3070.24         3.26E-19        0.00E+00
3070.74         3.06E-19        0.00E+00
3071.23         2.89E-19        0.00E+00
3071.73         2.75E-19        0.00E+00
3072.22         2.62E-19        0.00E+00
3072.72         2.48E-19        0.00E+00
3073.21         2.34E-19        0.00E+00
3073.71         2.22E-19        0.00E+00
3074.21         2.10E-19        0.00E+00
3074.70         2.02E-19        0.00E+00
3075.20         1.95E-19        0.00E+00
3075.69         1.91E-19        0.00E+00
3076.19         1.89E-19        0.00E+00
3076.68         1.88E-19        0.00E+00
3077.18         1.88E-19        0.00E+00
3077.68         1.89E-19        0.00E+00
3078.17         1.88E-19        0.00E+00
3078.67         1.88E-19        0.00E+00
3079.16         1.87E-19        0.00E+00
3079.66         1.86E-19        0.00E+00
3080.15         1.90E-19        0.00E+00
3080.65         1.96E-19        0.00E+00
3081.14         2.08E-19        0.00E+00
3081.64         2.25E-19        0.00E+00
3082.14         2.41E-19        0.00E+00
3082.63         2.53E-19        0.00E+00
3083.13         2.67E-19        0.00E+00
3083.62         2.87E-19        0.00E+00
3084.12         3.07E-19        0.00E+00
3084.61         3.49E-19        0.00E+00
3085.11         3.92E-19        0.00E+00
3085.60         4.34E-19        0.00E+00
3086.10         4.75E-19        0.00E+00
3086.60         4.97E-19        0.00E+00
3087.09         5.01E-19        0.00E+00
3087.59         4.96E-19        0.00E+00
3088.08         4.71E-19        0.00E+00
3088.58         4.45E-19        0.00E+00
3089.07         4.15E-19        0.00E+00
3089.57         3.84E-19        0.00E+00
3090.07         3.55E-19        0.00E+00
3090.56         3.27E-19        0.00E+00
3091.06         3.02E-19        0.00E+00
3091.55         2.80E-19        0.00E+00
3092.05         2.60E-19        0.00E+00
3092.54         2.43E-19        0.00E+00
3093.04         2.27E-19        0.00E+00
3093.53         2.13E-19        0.00E+00
3094.03         1.99E-19        0.00E+00
3094.53         1.89E-19        0.00E+00
3095.02         1.78E-19        0.00E+00
3095.52         1.72E-19        0.00E+00
3096.01         1.67E-19        0.00E+00
3096.51         1.65E-19        0.00E+00
3097.00         1.66E-19        0.00E+00
3097.50         1.67E-19        0.00E+00
3098.00         1.69E-19        0.00E+00
3098.49         1.70E-19        0.00E+00
3098.99         1.70E-19        0.00E+00
3099.48         1.69E-19        0.00E+00
3099.98         1.70E-19        0.00E+00
3100.47         1.72E-19        0.00E+00
3100.97         1.76E-19        0.00E+00
3101.46         1.82E-19        0.00E+00
3101.96         1.87E-19        0.00E+00
3102.46         1.92E-19        0.00E+00
3102.95         1.96E-19        0.00E+00
3103.45         1.97E-19        0.00E+00
3103.94         2.00E-19        0.00E+00
3104.44         2.07E-19        0.00E+00
3104.93         2.14E-19        0.00E+00
3105.43         2.36E-19        0.00E+00
3105.92         2.59E-19        0.00E+00
3106.42         2.84E-19        0.00E+00
3106.92         3.11E-19        0.00E+00
3107.41         3.25E-19        0.00E+00
3107.91         3.32E-19        0.00E+00
3108.40         3.29E-19        0.00E+00
3108.90         3.12E-19        0.00E+00
3109.39         2.96E-19        0.00E+00
3109.89         2.80E-19        0.00E+00
3110.39         2.66E-19        0.00E+00
3110.88         2.58E-19        0.00E+00
3111.38         2.51E-19        0.00E+00
3111.87         2.42E-19        0.00E+00
3112.37         2.33E-19        0.00E+00
3112.86         2.23E-19        0.00E+00
3113.36         2.13E-19        0.00E+00
3113.85         2.02E-19        0.00E+00
3114.35         1.89E-19        0.00E+00
3114.85         1.77E-19        0.00E+00
3115.34         1.64E-19        0.00E+00
3115.84         1.52E-19        0.00E+00
3116.33         1.43E-19        0.00E+00
3116.83         1.34E-19        0.00E+00
3117.32         1.29E-19        0.00E+00
3117.82         1.25E-19        0.00E+00
3118.31         1.23E-19        0.00E+00
3118.81         1.22E-19        0.00E+00
3119.31         1.23E-19        0.00E+00
3119.80         1.26E-19        0.00E+00
3120.30         1.29E-19        0.00E+00
3120.79         1.32E-19        0.00E+00
3121.29         1.35E-19        0.00E+00
3121.78         1.34E-19        0.00E+00
3122.28         1.33E-19        0.00E+00
3122.78         1.32E-19        0.00E+00
3123.27         1.30E-19        0.00E+00
3123.77         1.30E-19        0.00E+00
3124.26         1.31E-19        0.00E+00
3124.76         1.33E-19        0.00E+00
3125.25         1.38E-19        0.00E+00
3125.75         1.42E-19        0.00E+00
3126.24         1.46E-19        0.00E+00
3126.74         1.49E-19        0.00E+00
3127.24         1.52E-19        0.00E+00
3127.73         1.57E-19        0.00E+00
3128.23         1.64E-19        0.00E+00
3128.72         1.72E-19        0.00E+00
3129.22         1.86E-19        0.00E+00
3129.71         2.00E-19        0.00E+00
3130.21         2.13E-19        0.00E+00
3130.71         2.26E-19        0.00E+00
3131.20         2.32E-19        0.00E+00
3131.70         2.32E-19        0.00E+00
3132.19         2.30E-19        0.00E+00
3132.69         2.20E-19        0.00E+00
3133.18         2.10E-19        0.00E+00
3133.68         1.97E-19        0.00E+00
3134.17         1.85E-19        0.00E+00
3134.67         1.72E-19        0.00E+00
3135.17         1.60E-19        0.00E+00
3135.66         1.48E-19        0.00E+00
3136.16         1.39E-19        0.00E+00
3136.65         1.29E-19        0.00E+00
3137.15         1.25E-19        0.00E+00
3137.64         1.21E-19        0.00E+00
3138.14         1.19E-19        0.00E+00
3138.63         1.17E-19        0.00E+00
3139.13         1.15E-19        0.00E+00
3139.63         1.11E-19        0.00E+00
3140.12         1.07E-19        0.00E+00
3140.62         1.01E-19        0.00E+00
3141.11         9.60E-20        0.00E+00
3141.61         9.19E-20        0.00E+00
3142.10         8.82E-20        0.00E+00
3142.60         8.59E-20        0.00E+00
3143.10         8.51E-20        0.00E+00
3143.59         8.49E-20        0.00E+00
3144.09         8.73E-20        0.00E+00
3144.58         8.97E-20        0.00E+00
3145.08         9.38E-20        0.00E+00
3145.57         9.81E-20        0.00E+00
3146.07         1.02E-19        0.00E+00
3146.56         1.05E-19        0.00E+00
3147.06         1.09E-19        0.00E+00
3147.56         1.10E-19        0.00E+00
3148.05         1.12E-19        0.00E+00
3148.55         1.11E-19        0.00E+00
3149.04         1.11E-19        0.00E+00
3149.54         1.10E-19        0.00E+00
3150.03         1.09E-19        0.00E+00
3150.53         1.09E-19        0.00E+00
3151.03         1.13E-19        0.00E+00
3151.52         1.16E-19        0.00E+00
3152.02         1.22E-19        0.00E+00
3152.51         1.28E-19        0.00E+00
3153.01         1.31E-19        0.00E+00
3153.50         1.32E-19        0.00E+00
3154.00         1.31E-19        0.00E+00
3154.49         1.28E-19        0.00E+00
3154.99         1.25E-19        0.00E+00
3155.49         1.24E-19        0.00E+00
3155.98         1.23E-19        0.00E+00
3156.48         1.25E-19        0.00E+00
3156.97         1.27E-19        0.00E+00
3157.47         1.27E-19        0.00E+00
3157.96         1.26E-19        0.00E+00
3158.46         1.24E-19        0.00E+00
3158.95         1.17E-19        0.00E+00
3159.45         1.10E-19        0.00E+00
3159.95         1.03E-19        0.00E+00
3160.44         9.62E-20        0.00E+00
3160.94         9.04E-20        0.00E+00
3161.43         8.53E-20        0.00E+00
3161.93         8.08E-20        0.00E+00
3162.42         7.76E-20        0.00E+00
3162.92         7.45E-20        0.00E+00
3163.42         7.30E-20        0.00E+00
3163.91         7.15E-20        0.00E+00
3164.41         7.15E-20        0.00E+00
3164.90         7.20E-20        0.00E+00
3165.40         7.35E-20        0.00E+00
3165.89         7.63E-20        0.00E+00
3166.39         7.90E-20        0.00E+00
3166.88         8.14E-20        0.00E+00
3167.38         8.38E-20        0.00E+00
3167.88         8.44E-20        0.00E+00
3168.37         8.48E-20        0.00E+00
3168.87         8.48E-20        0.00E+00
3169.36         8.46E-20        0.00E+00
3169.86         8.46E-20        0.00E+00
3170.35         8.54E-20        0.00E+00
3170.85         8.61E-20        0.00E+00
3171.34         8.79E-20        0.00E+00
3171.84         8.97E-20        0.00E+00
3172.34         9.03E-20        0.00E+00
3172.83         9.01E-20        0.00E+00
3173.33         8.91E-20        0.00E+00
3173.82         8.63E-20        0.00E+00
3174.32         8.35E-20        0.00E+00
3174.81         8.07E-20        0.00E+00
3175.31         7.78E-20        0.00E+00
3175.81         7.63E-20        0.00E+00
3176.30         7.51E-20        0.00E+00
3176.80         7.46E-20        0.00E+00
3177.29         7.47E-20        0.00E+00
3177.79         7.49E-20        0.00E+00
3178.28         7.56E-20        0.00E+00
3178.78         7.63E-20        0.00E+00
3179.27         7.85E-20        0.00E+00
3179.77         8.10E-20        0.00E+00
3180.27         8.36E-20        0.00E+00
3180.76         8.65E-20        0.00E+00
3181.26         8.80E-20        0.00E+00
3181.75         8.67E-20        0.00E+00
3182.25         8.54E-20        0.00E+00
3182.74         8.15E-20        0.00E+00
3183.24         7.76E-20        0.00E+00
3183.74         7.39E-20        0.00E+00
3184.23         7.03E-20        0.00E+00
3184.73         6.66E-20        0.00E+00
3185.22         6.29E-20        0.00E+00
3185.72         5.92E-20        0.00E+00
3186.21         5.54E-20        0.00E+00
3186.71         5.17E-20        0.00E+00
3187.20         4.86E-20        0.00E+00
3187.70         4.56E-20        0.00E+00
3188.20         4.34E-20        0.00E+00
3188.69         4.17E-20        0.00E+00
3189.19         4.04E-20        0.00E+00
3189.68         4.04E-20        0.00E+00
3190.18         4.03E-20        0.00E+00
3190.67         4.08E-20        0.00E+00
3191.17         4.14E-20        0.00E+00
3191.66         4.18E-20        0.00E+00
3192.16         4.23E-20        0.00E+00
3192.66         4.30E-20        0.00E+00
3193.15         4.43E-20        0.00E+00
3193.65         4.57E-20        0.00E+00
3194.14         4.80E-20        0.00E+00
3194.64         5.04E-20        0.00E+00
3195.13         5.28E-20        0.00E+00
3195.63         5.52E-20        0.00E+00
3196.13         5.67E-20        0.00E+00
3196.62         5.73E-20        0.00E+00
3197.12         5.78E-20        0.00E+00
3197.61         5.77E-20        0.00E+00
3198.11         5.75E-20        0.00E+00
3198.60         5.64E-20        0.00E+00
3199.10         5.53E-20        0.00E+00
3199.59         5.33E-20        0.00E+00
3200.09         5.08E-20        0.00E+00
3200.59         4.84E-20        0.00E+00
3201.08         4.58E-20        0.00E+00
3201.58         4.33E-20        0.00E+00
3202.07         4.11E-20        0.00E+00
3202.57         3.89E-20        0.00E+00
3203.06         3.74E-20        0.00E+00
3203.56         3.61E-20        0.00E+00
3204.05         3.53E-20        0.00E+00
3204.55         3.48E-20        0.00E+00
3205.05         3.43E-20        0.00E+00
3205.54         3.40E-20        0.00E+00
3206.04         3.36E-20        0.00E+00
3206.53         3.36E-20        0.00E+00
3207.03         3.36E-20        0.00E+00
3207.52         3.40E-20        0.00E+00
3208.02         3.46E-20        0.00E+00
3208.52         3.55E-20        0.00E+00
3209.01         3.67E-20        0.00E+00
3209.51         3.80E-20        0.00E+00
3210.00         3.91E-20        0.00E+00
3210.50         4.02E-20        0.00E+00
3210.99         3.93E-20        0.00E+00
3211.49         3.82E-20        0.00E+00
3211.98         3.63E-20        0.00E+00
3212.48         3.40E-20        0.00E+00
3212.98         3.18E-20        0.00E+00
3213.47         2.99E-20        0.00E+00
3213.97         2.80E-20        0.00E+00
3214.46         2.65E-20        0.00E+00
3214.96         2.50E-20        0.00E+00
3215.45         2.38E-20        0.00E+00
3215.95         2.27E-20        0.00E+00
3216.45         2.19E-20        0.00E+00
3216.94         2.14E-20        0.00E+00
3217.44         2.11E-20        0.00E+00
3217.93         2.13E-20        0.00E+00
3218.43         2.14E-20        0.00E+00
3218.92         2.20E-20        0.00E+00
3219.42         2.25E-20        0.00E+00
3219.91         2.31E-20        0.00E+00
3220.41         2.37E-20        0.00E+00
3220.91         2.43E-20        0.00E+00
3221.40         2.49E-20        0.00E+00
3221.90         2.54E-20        0.00E+00
3222.39         2.53E-20        0.00E+00
3222.89         2.51E-20        0.00E+00
3223.38         2.48E-20        0.00E+00
3223.88         2.45E-20        0.00E+00
3224.37         2.46E-20        0.00E+00
3224.87         2.50E-20        0.00E+00
3225.37         2.57E-20        0.00E+00
3225.86         2.68E-20        0.00E+00
3226.36         2.79E-20        0.00E+00
3226.85         2.77E-20        0.00E+00
3227.35         2.75E-20        0.00E+00
3227.84         2.62E-20        0.00E+00
3228.34         2.44E-20        0.00E+00
3228.84         2.26E-20        0.00E+00
3229.33         2.07E-20        0.00E+00
3229.83         1.89E-20        0.00E+00
3230.32         1.74E-20        0.00E+00
3230.82         1.59E-20        0.00E+00
3231.31         1.49E-20        0.00E+00
3231.81         1.38E-20        0.00E+00
3232.30         1.31E-20        0.00E+00
3232.80         1.25E-20        0.00E+00
3233.30         1.20E-20        0.00E+00
3233.79         1.17E-20        0.00E+00
3234.29         1.14E-20        0.00E+00
3234.78         1.12E-20        0.00E+00
3235.28         1.10E-20        0.00E+00
3235.77         1.10E-20        0.00E+00
3236.27         1.10E-20        0.00E+00
3236.77         1.10E-20        0.00E+00
3237.26         1.11E-20        0.00E+00
3237.76         1.13E-20        0.00E+00
3238.25         1.19E-20        0.00E+00
3238.75         1.24E-20        0.00E+00
3239.24         1.31E-20        0.00E+00
3239.74         1.38E-20        0.00E+00
3240.23         1.44E-20        0.00E+00
3240.73         1.49E-20        0.00E+00
3241.23         1.52E-20        0.00E+00
3241.72         1.52E-20        0.00E+00
3242.22         1.52E-20        0.00E+00
3242.71         1.47E-20        0.00E+00
3243.21         1.42E-20        0.00E+00
3243.70         1.34E-20        0.00E+00
3244.20         1.27E-20        0.00E+00
3244.69         1.21E-20        0.00E+00
3245.19         1.16E-20        0.00E+00
3245.69         1.11E-20        0.00E+00
3246.18         1.08E-20        0.00E+00
3246.68         1.05E-20        0.00E+00
3247.17         1.04E-20        0.00E+00
3247.67         1.02E-20        0.00E+00
3248.16         1.02E-20        0.00E+00
3248.66         1.03E-20        0.00E+00
3249.16         1.03E-20        0.00E+00
3249.65         1.04E-20        0.00E+00
3250.15         1.06E-20        0.00E+00
3250.64         1.08E-20        0.00E+00
3251.14         1.11E-20        0.00E+00
3251.63         1.14E-20        0.00E+00
3252.13         1.17E-20        0.00E+00
3252.62         1.15E-20        0.00E+00
3253.12         1.11E-20        0.00E+00
3253.62         1.07E-20        0.00E+00
3254.11         1.01E-20        0.00E+00
3254.61         9.51E-21        0.00E+00
3255.10         9.11E-21        0.00E+00
3255.60         8.72E-21        0.00E+00
3256.09         8.62E-21        0.00E+00
3256.59         8.51E-21        0.00E+00
3257.08         8.56E-21        0.00E+00
3257.58         8.65E-21        0.00E+00
3258.08         8.75E-21        0.00E+00
3258.57         8.84E-21        0.00E+00
3259.07         8.86E-21        0.00E+00
3259.56         8.66E-21        0.00E+00
3260.06         8.46E-21        0.00E+00
3260.55         8.00E-21        0.00E+00
3261.05         7.55E-21        0.00E+00
3261.55         7.13E-21        0.00E+00
3262.04         6.73E-21        0.00E+00
3262.54         6.37E-21        0.00E+00
3263.03         6.06E-21        0.00E+00
3263.53         5.76E-21        0.00E+00
3264.02         5.50E-21        0.00E+00
3264.52         5.25E-21        0.00E+00
3265.01         5.04E-21        0.00E+00
