0 Branching ratio for CS2       Total        1 branches    
Lambda          Total           CS/S
2896.28         4.41E-21        0.00E+00
2896.78         4.40E-21        0.00E+00
2897.27         4.40E-21        0.00E+00
2897.77         4.40E-21        0.00E+00
2898.27         4.39E-21        0.00E+00
2898.76         4.39E-21        0.00E+00
2899.26         4.39E-21        0.00E+00
2899.75         4.38E-21        0.00E+00
2900.25         4.43E-21        0.00E+00
2900.74         4.53E-21        0.00E+00
2901.24         4.62E-21        0.00E+00
2901.73         4.72E-21        0.00E+00
2902.23         4.82E-21        0.00E+00
2902.73         4.92E-21        0.00E+00
2903.22         5.01E-21        0.00E+00
2903.72         5.11E-21        0.00E+00
2904.21         5.21E-21        0.00E+00
2904.71         5.31E-21        0.00E+00
2905.20         5.41E-21        0.00E+00
2905.70         5.50E-21        0.00E+00
2906.20         5.60E-21        0.00E+00
2906.69         5.70E-21        0.00E+00
2907.19         5.80E-21        0.00E+00
2907.68         5.89E-21        0.00E+00
2908.18         5.99E-21        0.00E+00
2908.67         6.09E-21        0.00E+00
2909.17         6.19E-21        0.00E+00
2909.66         6.28E-21        0.00E+00
2910.16         6.35E-21        0.00E+00
2910.66         6.35E-21        0.00E+00
2911.15         6.36E-21        0.00E+00
2911.65         6.36E-21        0.00E+00
2912.14         6.36E-21        0.00E+00
2912.64         6.36E-21        0.00E+00
2913.13         6.37E-21        0.00E+00
2913.63         6.37E-21        0.00E+00
2914.12         6.37E-21        0.00E+00
2914.62         6.37E-21        0.00E+00
2915.12         6.38E-21        0.00E+00
2915.61         6.38E-21        0.00E+00
2916.11         6.38E-21        0.00E+00
2916.60         6.38E-21        0.00E+00
2917.10         6.39E-21        0.00E+00
2917.59         6.39E-21        0.00E+00
2918.09         6.39E-21        0.00E+00
2918.59         6.39E-21        0.00E+00
2919.08         6.40E-21        0.00E+00
2919.58         6.40E-21        0.00E+00
2920.07         6.42E-21        0.00E+00
2920.57         6.54E-21        0.00E+00
2921.06         6.65E-21        0.00E+00
2921.56         6.77E-21        0.00E+00
2922.05         6.89E-21        0.00E+00
2922.55         7.01E-21        0.00E+00
2923.05         7.12E-21        0.00E+00
2923.54         7.24E-21        0.00E+00
2924.04         7.36E-21        0.00E+00
2924.53         7.48E-21        0.00E+00
2925.03         7.60E-21        0.00E+00
2925.52         7.71E-21        0.00E+00
2926.02         7.83E-21        0.00E+00
2926.51         7.95E-21        0.00E+00
2927.01         8.07E-21        0.00E+00
2927.51         8.19E-21        0.00E+00
2928.00         8.30E-21        0.00E+00
2928.50         8.42E-21        0.00E+00
2928.99         8.54E-21        0.00E+00
2929.49         8.66E-21        0.00E+00
2929.98         8.78E-21        0.00E+00
2930.48         8.74E-21        0.00E+00
2930.98         8.70E-21        0.00E+00
2931.47         8.67E-21        0.00E+00
2931.97         8.63E-21        0.00E+00
2932.46         8.59E-21        0.00E+00
2932.96         8.55E-21        0.00E+00
2933.45         8.51E-21        0.00E+00
2933.95         8.48E-21        0.00E+00
2934.44         8.44E-21        0.00E+00
2934.94         8.40E-21        0.00E+00
2935.44         8.36E-21        0.00E+00
2935.93         8.32E-21        0.00E+00
2936.43         8.29E-21        0.00E+00
2936.92         8.25E-21        0.00E+00
2937.42         8.21E-21        0.00E+00
2937.91         8.17E-21        0.00E+00
2938.41         8.13E-21        0.00E+00
2938.91         8.09E-21        0.00E+00
2939.40         8.06E-21        0.00E+00
2939.90         8.02E-21        0.00E+00
2940.39         8.14E-21        0.00E+00
2940.89         8.31E-21        0.00E+00
2941.38         8.47E-21        0.00E+00
2941.88         8.64E-21        0.00E+00
2942.37         8.81E-21        0.00E+00
2942.87         8.97E-21        0.00E+00
2943.37         9.14E-21        0.00E+00
2943.86         9.31E-21        0.00E+00
2944.36         9.47E-21        0.00E+00
2944.85         9.64E-21        0.00E+00
2945.35         9.81E-21        0.00E+00
2945.84         9.97E-21        0.00E+00
2946.34         1.01E-20        0.00E+00
2946.83         1.03E-20        0.00E+00
2947.33         1.05E-20        0.00E+00
2947.83         1.06E-20        0.00E+00
2948.32         1.08E-20        0.00E+00
2948.82         1.10E-20        0.00E+00
2949.31         1.11E-20        0.00E+00
2949.81         1.13E-20        0.00E+00
2950.30         1.14E-20        0.00E+00
2950.80         1.14E-20        0.00E+00
2951.30         1.14E-20        0.00E+00
2951.79         1.14E-20        0.00E+00
2952.29         1.14E-20        0.00E+00
2952.78         1.14E-20        0.00E+00
2953.28         1.14E-20        0.00E+00
2953.77         1.14E-20        0.00E+00
2954.27         1.14E-20        0.00E+00
2954.76         1.14E-20        0.00E+00
2955.26         1.14E-20        0.00E+00
2955.76         1.14E-20        0.00E+00
2956.25         1.14E-20        0.00E+00
2956.75         1.13E-20        0.00E+00
2957.24         1.13E-20        0.00E+00
2957.74         1.13E-20        0.00E+00
2958.23         1.13E-20        0.00E+00
2958.73         1.13E-20        0.00E+00
2959.23         1.13E-20        0.00E+00
2959.72         1.13E-20        0.00E+00
2960.22         1.15E-20        0.00E+00
2960.71         1.19E-20        0.00E+00
2961.21         1.22E-20        0.00E+00
2961.70         1.26E-20        0.00E+00
2962.20         1.29E-20        0.00E+00
2962.69         1.33E-20        0.00E+00
2963.19         1.37E-20        0.00E+00
2963.69         1.40E-20        0.00E+00
2964.18         1.44E-20        0.00E+00
2964.68         1.47E-20        0.00E+00
2965.17         1.51E-20        0.00E+00
2965.67         1.55E-20        0.00E+00
2966.16         1.58E-20        0.00E+00
2966.66         1.62E-20        0.00E+00
2967.15         1.65E-20        0.00E+00
2967.65         1.69E-20        0.00E+00
2968.15         1.73E-20        0.00E+00
2968.64         1.76E-20        0.00E+00
2969.14         1.80E-20        0.00E+00
2969.63         1.83E-20        0.00E+00
2970.13         1.87E-20        0.00E+00
2970.62         1.89E-20        0.00E+00
2971.12         1.91E-20        0.00E+00
2971.62         1.93E-20        0.00E+00
2972.11         1.95E-20        0.00E+00
2972.61         1.97E-20        0.00E+00
2973.10         1.99E-20        0.00E+00
2973.60         2.01E-20        0.00E+00
2974.09         2.04E-20        0.00E+00
2974.59         2.06E-20        0.00E+00
2975.08         2.08E-20        0.00E+00
2975.58         2.10E-20        0.00E+00
2976.08         2.12E-20        0.00E+00
2976.57         2.14E-20        0.00E+00
2977.07         2.16E-20        0.00E+00
2977.56         2.18E-20        0.00E+00
2978.06         2.20E-20        0.00E+00
2978.55         2.23E-20        0.00E+00
2979.05         2.25E-20        0.00E+00
2979.54         2.27E-20        0.00E+00
2980.04         2.29E-20        0.00E+00
2980.54         2.27E-20        0.00E+00
2981.03         2.26E-20        0.00E+00
2981.53         2.25E-20        0.00E+00
2982.02         2.23E-20        0.00E+00
2982.52         2.22E-20        0.00E+00
2983.01         2.21E-20        0.00E+00
2983.51         2.19E-20        0.00E+00
2984.01         2.18E-20        0.00E+00
2984.50         2.17E-20        0.00E+00
2985.00         2.15E-20        0.00E+00
2985.49         2.14E-20        0.00E+00
2985.99         2.13E-20        0.00E+00
2986.48         2.11E-20        0.00E+00
2986.98         2.10E-20        0.00E+00
2987.47         2.09E-20        0.00E+00
2987.97         2.07E-20        0.00E+00
2988.47         2.06E-20        0.00E+00
2988.96         2.05E-20        0.00E+00
2989.46         2.03E-20        0.00E+00
2989.95         2.02E-20        0.00E+00
2990.45         2.01E-20        0.00E+00
2990.94         2.00E-20        0.00E+00
2991.44         2.00E-20        0.00E+00
2991.94         1.99E-20        0.00E+00
2992.43         1.98E-20        0.00E+00
2992.93         1.98E-20        0.00E+00
2993.42         1.97E-20        0.00E+00
2993.92         1.96E-20        0.00E+00
2994.41         1.96E-20        0.00E+00
2994.91         1.95E-20        0.00E+00
2995.40         1.94E-20        0.00E+00
2995.90         1.94E-20        0.00E+00
2996.40         1.93E-20        0.00E+00
2996.89         1.92E-20        0.00E+00
2997.39         1.92E-20        0.00E+00
2997.88         1.91E-20        0.00E+00
2998.38         1.90E-20        0.00E+00
2998.87         1.89E-20        0.00E+00
2999.37         1.89E-20        0.00E+00
2999.86         1.88E-20        0.00E+00
3000.36         1.93E-20        0.00E+00
3000.86         2.00E-20        0.00E+00
3001.35         2.07E-20        0.00E+00
3001.85         2.14E-20        0.00E+00
3002.34         2.20E-20        0.00E+00
3002.84         2.27E-20        0.00E+00
3003.33         2.34E-20        0.00E+00
3003.83         2.41E-20        0.00E+00
3004.33         2.48E-20        0.00E+00
3004.82         2.55E-20        0.00E+00
3005.32         2.62E-20        0.00E+00
3005.81         2.69E-20        0.00E+00
3006.31         2.76E-20        0.00E+00
3006.80         2.82E-20        0.00E+00
3007.30         2.89E-20        0.00E+00
3007.79         2.96E-20        0.00E+00
3008.29         3.03E-20        0.00E+00
3008.79         3.10E-20        0.00E+00
3009.28         3.17E-20        0.00E+00
3009.78         3.24E-20        0.00E+00
3010.27         3.27E-20        0.00E+00
3010.77         3.26E-20        0.00E+00
3011.26         3.26E-20        0.00E+00
3011.76         3.25E-20        0.00E+00
3012.26         3.25E-20        0.00E+00
3012.75         3.24E-20        0.00E+00
3013.25         3.24E-20        0.00E+00
3013.74         3.23E-20        0.00E+00
3014.24         3.23E-20        0.00E+00
3014.73         3.22E-20        0.00E+00
3015.23         3.22E-20        0.00E+00
3015.72         3.21E-20        0.00E+00
3016.22         3.20E-20        0.00E+00
3016.72         3.20E-20        0.00E+00
3017.21         3.19E-20        0.00E+00
3017.71         3.19E-20        0.00E+00
3018.20         3.18E-20        0.00E+00
3018.70         3.18E-20        0.00E+00
3019.19         3.17E-20        0.00E+00
3019.69         3.17E-20        0.00E+00
3020.18         3.17E-20        0.00E+00
3020.68         3.16E-20        0.00E+00
3021.18         3.16E-20        0.00E+00
3021.67         3.16E-20        0.00E+00
3022.17         3.16E-20        0.00E+00
3022.66         3.16E-20        0.00E+00
3023.16         3.15E-20        0.00E+00
3023.65         3.15E-20        0.00E+00
3024.15         3.15E-20        0.00E+00
3024.65         3.15E-20        0.00E+00
3025.14         3.15E-20        0.00E+00
3025.64         3.15E-20        0.00E+00
3026.13         3.14E-20        0.00E+00
3026.63         3.14E-20        0.00E+00
3027.12         3.14E-20        0.00E+00
3027.62         3.14E-20        0.00E+00
3028.11         3.14E-20        0.00E+00
3028.61         3.14E-20        0.00E+00
3029.11         3.13E-20        0.00E+00
3029.60         3.13E-20        0.00E+00
3030.10         3.14E-20        0.00E+00
3030.59         3.21E-20        0.00E+00
3031.09         3.27E-20        0.00E+00
3031.58         3.34E-20        0.00E+00
3032.08         3.40E-20        0.00E+00
3032.57         3.47E-20        0.00E+00
3033.07         3.53E-20        0.00E+00
3033.57         3.60E-20        0.00E+00
3034.06         3.66E-20        0.00E+00
3034.56         3.73E-20        0.00E+00
3035.05         3.79E-20        0.00E+00
3035.55         3.86E-20        0.00E+00
3036.04         3.92E-20        0.00E+00
3036.54         3.99E-20        0.00E+00
3037.04         4.05E-20        0.00E+00
3037.53         4.12E-20        0.00E+00
3038.03         4.18E-20        0.00E+00
3038.52         4.24E-20        0.00E+00
3039.02         4.31E-20        0.00E+00
3039.51         4.37E-20        0.00E+00
3040.01         4.44E-20        0.00E+00
3040.50         4.44E-20        0.00E+00
3041.00         4.44E-20        0.00E+00
3041.50         4.44E-20        0.00E+00
3041.99         4.44E-20        0.00E+00
3042.49         4.44E-20        0.00E+00
3042.98         4.44E-20        0.00E+00
3043.48         4.45E-20        0.00E+00
3043.97         4.45E-20        0.00E+00
3044.47         4.45E-20        0.00E+00
3044.97         4.45E-20        0.00E+00
3045.46         4.45E-20        0.00E+00
3045.96         4.45E-20        0.00E+00
3046.45         4.45E-20        0.00E+00
3046.95         4.45E-20        0.00E+00
3047.44         4.46E-20        0.00E+00
3047.94         4.46E-20        0.00E+00
3048.43         4.46E-20        0.00E+00
3048.93         4.46E-20        0.00E+00
3049.43         4.46E-20        0.00E+00
3049.92         4.46E-20        0.00E+00
3050.42         4.43E-20        0.00E+00
3050.91         4.39E-20        0.00E+00
3051.41         4.35E-20        0.00E+00
3051.90         4.31E-20        0.00E+00
3052.40         4.27E-20        0.00E+00
3052.89         4.23E-20        0.00E+00
3053.39         4.19E-20        0.00E+00
3053.89         4.15E-20        0.00E+00
3054.38         4.11E-20        0.00E+00
3054.88         4.07E-20        0.00E+00
3055.37         4.03E-20        0.00E+00
3055.87         3.99E-20        0.00E+00
3056.36         3.95E-20        0.00E+00
3056.86         3.91E-20        0.00E+00
3057.36         3.87E-20        0.00E+00
3057.85         3.83E-20        0.00E+00
3058.35         3.79E-20        0.00E+00
3058.84         3.75E-20        0.00E+00
3059.34         3.71E-20        0.00E+00
3059.83         3.67E-20        0.00E+00
3060.33         3.71E-20        0.00E+00
3060.82         3.78E-20        0.00E+00
3061.32         3.85E-20        0.00E+00
3061.82         3.92E-20        0.00E+00
3062.31         4.00E-20        0.00E+00
3062.81         4.07E-20        0.00E+00
3063.30         4.14E-20        0.00E+00
3063.80         4.21E-20        0.00E+00
3064.29         4.29E-20        0.00E+00
3064.79         4.36E-20        0.00E+00
3065.28         4.43E-20        0.00E+00
3065.78         4.50E-20        0.00E+00
3066.28         4.58E-20        0.00E+00
3066.77         4.65E-20        0.00E+00
3067.27         4.72E-20        0.00E+00
3067.76         4.79E-20        0.00E+00
3068.26         4.87E-20        0.00E+00
3068.75         4.94E-20        0.00E+00
3069.25         5.01E-20        0.00E+00
3069.75         5.08E-20        0.00E+00
3070.24         5.17E-20        0.00E+00
3070.74         5.27E-20        0.00E+00
3071.23         5.37E-20        0.00E+00
3071.73         5.46E-20        0.00E+00
3072.22         5.56E-20        0.00E+00
3072.72         5.66E-20        0.00E+00
3073.21         5.76E-20        0.00E+00
3073.71         5.86E-20        0.00E+00
3074.21         5.95E-20        0.00E+00
3074.70         6.05E-20        0.00E+00
3075.20         6.15E-20        0.00E+00
3075.69         6.25E-20        0.00E+00
3076.19         6.35E-20        0.00E+00
3076.68         6.44E-20        0.00E+00
3077.18         6.54E-20        0.00E+00
3077.68         6.64E-20        0.00E+00
3078.17         6.74E-20        0.00E+00
3078.67         6.84E-20        0.00E+00
3079.16         6.94E-20        0.00E+00
3079.66         7.03E-20        0.00E+00
3080.15         7.07E-20        0.00E+00
3080.65         6.96E-20        0.00E+00
3081.14         6.85E-20        0.00E+00
3081.64         6.74E-20        0.00E+00
3082.14         6.64E-20        0.00E+00
3082.63         6.53E-20        0.00E+00
3083.13         6.42E-20        0.00E+00
3083.62         6.31E-20        0.00E+00
3084.12         6.21E-20        0.00E+00
3084.61         6.10E-20        0.00E+00
3085.11         5.99E-20        0.00E+00
3085.60         5.88E-20        0.00E+00
3086.10         5.78E-20        0.00E+00
3086.60         5.67E-20        0.00E+00
3087.09         5.56E-20        0.00E+00
3087.59         5.45E-20        0.00E+00
3088.08         5.35E-20        0.00E+00
3088.58         5.24E-20        0.00E+00
3089.07         5.13E-20        0.00E+00
3089.57         5.02E-20        0.00E+00
3090.07         4.96E-20        0.00E+00
3090.56         5.15E-20        0.00E+00
3091.06         5.34E-20        0.00E+00
3091.55         5.54E-20        0.00E+00
3092.05         5.73E-20        0.00E+00
3092.54         5.92E-20        0.00E+00
3093.04         6.12E-20        0.00E+00
3093.53         6.31E-20        0.00E+00
3094.03         6.50E-20        0.00E+00
3094.53         6.70E-20        0.00E+00
3095.02         6.89E-20        0.00E+00
3095.52         7.09E-20        0.00E+00
3096.01         7.28E-20        0.00E+00
3096.51         7.47E-20        0.00E+00
3097.00         7.67E-20        0.00E+00
3097.50         7.86E-20        0.00E+00
3098.00         8.05E-20        0.00E+00
3098.49         8.25E-20        0.00E+00
3098.99         8.44E-20        0.00E+00
3099.48         8.64E-20        0.00E+00
3099.98         8.83E-20        0.00E+00
3100.47         8.69E-20        0.00E+00
3100.97         8.53E-20        0.00E+00
3101.46         8.37E-20        0.00E+00
3101.96         8.21E-20        0.00E+00
3102.46         8.05E-20        0.00E+00
3102.95         7.89E-20        0.00E+00
3103.45         7.73E-20        0.00E+00
3103.94         7.57E-20        0.00E+00
3104.44         7.41E-20        0.00E+00
3104.93         7.25E-20        0.00E+00
3105.43         7.09E-20        0.00E+00
3105.92         6.93E-20        0.00E+00
3106.42         6.77E-20        0.00E+00
3106.92         6.61E-20        0.00E+00
3107.41         6.45E-20        0.00E+00
3107.91         6.29E-20        0.00E+00
3108.40         6.13E-20        0.00E+00
3108.90         5.97E-20        0.00E+00
3109.39         5.81E-20        0.00E+00
3109.89         5.65E-20        0.00E+00
3110.39         5.65E-20        0.00E+00
3110.88         5.71E-20        0.00E+00
3111.38         5.76E-20        0.00E+00
3111.87         5.81E-20        0.00E+00
3112.37         5.87E-20        0.00E+00
3112.86         5.92E-20        0.00E+00
3113.36         5.97E-20        0.00E+00
3113.85         6.03E-20        0.00E+00
3114.35         6.08E-20        0.00E+00
3114.85         6.13E-20        0.00E+00
3115.34         6.19E-20        0.00E+00
3115.84         6.24E-20        0.00E+00
3116.33         6.30E-20        0.00E+00
3116.83         6.35E-20        0.00E+00
3117.32         6.40E-20        0.00E+00
3117.82         6.46E-20        0.00E+00
3118.31         6.51E-20        0.00E+00
3118.81         6.56E-20        0.00E+00
3119.31         6.62E-20        0.00E+00
3119.80         6.67E-20        0.00E+00
3120.30         6.74E-20        0.00E+00
3120.79         6.81E-20        0.00E+00
3121.29         6.88E-20        0.00E+00
3121.78         6.95E-20        0.00E+00
3122.28         7.02E-20        0.00E+00
3122.78         7.10E-20        0.00E+00
3123.27         7.17E-20        0.00E+00
3123.77         7.24E-20        0.00E+00
3124.26         7.31E-20        0.00E+00
3124.76         7.38E-20        0.00E+00
3125.25         7.46E-20        0.00E+00
3125.75         7.53E-20        0.00E+00
3126.24         7.60E-20        0.00E+00
3126.74         7.67E-20        0.00E+00
3127.24         7.75E-20        0.00E+00
3127.73         7.82E-20        0.00E+00
3128.23         7.89E-20        0.00E+00
3128.72         7.96E-20        0.00E+00
3129.22         8.03E-20        0.00E+00
3129.71         8.11E-20        0.00E+00
3130.21         8.14E-20        0.00E+00
3130.71         8.13E-20        0.00E+00
3131.20         8.11E-20        0.00E+00
3131.70         8.10E-20        0.00E+00
3132.19         8.08E-20        0.00E+00
3132.69         8.07E-20        0.00E+00
3133.18         8.05E-20        0.00E+00
3133.68         8.04E-20        0.00E+00
3134.17         8.02E-20        0.00E+00
3134.67         8.01E-20        0.00E+00
3135.17         7.99E-20        0.00E+00
3135.66         7.97E-20        0.00E+00
3136.16         7.96E-20        0.00E+00
3136.65         7.94E-20        0.00E+00
3137.15         7.93E-20        0.00E+00
3137.64         7.91E-20        0.00E+00
3138.14         7.90E-20        0.00E+00
3138.63         7.88E-20        0.00E+00
3139.13         7.87E-20        0.00E+00
3139.63         7.85E-20        0.00E+00
3140.12         7.86E-20        0.00E+00
3140.62         7.94E-20        0.00E+00
3141.11         8.02E-20        0.00E+00
3141.61         8.10E-20        0.00E+00
3142.10         8.18E-20        0.00E+00
3142.60         8.26E-20        0.00E+00
3143.10         8.34E-20        0.00E+00
3143.59         8.42E-20        0.00E+00
3144.09         8.50E-20        0.00E+00
3144.58         8.57E-20        0.00E+00
3145.08         8.65E-20        0.00E+00
3145.57         8.73E-20        0.00E+00
3146.07         8.81E-20        0.00E+00
3146.56         8.89E-20        0.00E+00
3147.06         8.97E-20        0.00E+00
3147.56         9.05E-20        0.00E+00
3148.05         9.13E-20        0.00E+00
3148.55         9.21E-20        0.00E+00
3149.04         9.29E-20        0.00E+00
3149.54         9.37E-20        0.00E+00
3150.03         9.43E-20        0.00E+00
3150.53         9.31E-20        0.00E+00
3151.03         9.19E-20        0.00E+00
3151.52         9.07E-20        0.00E+00
3152.02         8.96E-20        0.00E+00
3152.51         8.84E-20        0.00E+00
3153.01         8.72E-20        0.00E+00
3153.50         8.60E-20        0.00E+00
3154.00         8.48E-20        0.00E+00
3154.49         8.36E-20        0.00E+00
3154.99         8.24E-20        0.00E+00
3155.49         8.12E-20        0.00E+00
3155.98         8.00E-20        0.00E+00
3156.48         7.88E-20        0.00E+00
3156.97         7.77E-20        0.00E+00
3157.47         7.65E-20        0.00E+00
3157.96         7.53E-20        0.00E+00
3158.46         7.41E-20        0.00E+00
3158.95         7.29E-20        0.00E+00
3159.45         7.17E-20        0.00E+00
3159.95         7.05E-20        0.00E+00
3160.44         7.15E-20        0.00E+00
3160.94         7.27E-20        0.00E+00
3161.43         7.39E-20        0.00E+00
3161.93         7.51E-20        0.00E+00
3162.42         7.63E-20        0.00E+00
3162.92         7.75E-20        0.00E+00
3163.42         7.87E-20        0.00E+00
3163.91         7.99E-20        0.00E+00
3164.41         8.11E-20        0.00E+00
3164.90         8.23E-20        0.00E+00
3165.40         8.35E-20        0.00E+00
3165.89         8.47E-20        0.00E+00
3166.39         8.59E-20        0.00E+00
3166.88         8.71E-20        0.00E+00
3167.38         8.83E-20        0.00E+00
3167.88         8.95E-20        0.00E+00
3168.37         9.07E-20        0.00E+00
3168.87         9.19E-20        0.00E+00
3169.36         9.31E-20        0.00E+00
3169.86         9.43E-20        0.00E+00
3170.35         9.38E-20        0.00E+00
3170.85         9.27E-20        0.00E+00
3171.34         9.15E-20        0.00E+00
3171.84         9.04E-20        0.00E+00
3172.34         8.92E-20        0.00E+00
3172.83         8.81E-20        0.00E+00
3173.33         8.70E-20        0.00E+00
3173.82         8.58E-20        0.00E+00
3174.32         8.47E-20        0.00E+00
3174.81         8.35E-20        0.00E+00
3175.31         8.24E-20        0.00E+00
3175.81         8.13E-20        0.00E+00
3176.30         8.01E-20        0.00E+00
3176.80         7.90E-20        0.00E+00
3177.29         7.78E-20        0.00E+00
3177.79         7.67E-20        0.00E+00
3178.28         7.55E-20        0.00E+00
3178.78         7.44E-20        0.00E+00
3179.27         7.33E-20        0.00E+00
3179.77         7.21E-20        0.00E+00
3180.27         7.23E-20        0.00E+00
3180.76         7.36E-20        0.00E+00
3181.26         7.49E-20        0.00E+00
3181.75         7.62E-20        0.00E+00
3182.25         7.75E-20        0.00E+00
3182.74         7.88E-20        0.00E+00
3183.24         8.02E-20        0.00E+00
3183.74         8.15E-20        0.00E+00
3184.23         8.28E-20        0.00E+00
3184.73         8.41E-20        0.00E+00
3185.22         8.54E-20        0.00E+00
3185.72         8.67E-20        0.00E+00
3186.21         8.80E-20        0.00E+00
3186.71         8.93E-20        0.00E+00
3187.20         9.06E-20        0.00E+00
3187.70         9.19E-20        0.00E+00
3188.20         9.33E-20        0.00E+00
3188.69         9.46E-20        0.00E+00
3189.19         9.59E-20        0.00E+00
3189.68         9.72E-20        0.00E+00
3190.18         9.71E-20        0.00E+00
3190.67         9.45E-20        0.00E+00
3191.17         9.19E-20        0.00E+00
3191.66         8.92E-20        0.00E+00
3192.16         8.66E-20        0.00E+00
3192.66         8.40E-20        0.00E+00
3193.15         8.14E-20        0.00E+00
3193.65         7.88E-20        0.00E+00
3194.14         7.61E-20        0.00E+00
3194.64         7.35E-20        0.00E+00
3195.13         7.09E-20        0.00E+00
3195.63         6.83E-20        0.00E+00
3196.13         6.57E-20        0.00E+00
3196.62         6.30E-20        0.00E+00
3197.12         6.04E-20        0.00E+00
3197.61         5.78E-20        0.00E+00
3198.11         5.52E-20        0.00E+00
3198.60         5.26E-20        0.00E+00
3199.10         4.99E-20        0.00E+00
3199.59         4.73E-20        0.00E+00
3200.09         4.53E-20        0.00E+00
3200.59         4.61E-20        0.00E+00
3201.08         4.69E-20        0.00E+00
3201.58         4.77E-20        0.00E+00
3202.07         4.85E-20        0.00E+00
3202.57         4.93E-20        0.00E+00
3203.06         5.01E-20        0.00E+00
3203.56         5.09E-20        0.00E+00
3204.05         5.17E-20        0.00E+00
3204.55         5.25E-20        0.00E+00
3205.05         5.33E-20        0.00E+00
3205.54         5.41E-20        0.00E+00
3206.04         5.49E-20        0.00E+00
3206.53         5.57E-20        0.00E+00
3207.03         5.65E-20        0.00E+00
3207.52         5.72E-20        0.00E+00
3208.02         5.80E-20        0.00E+00
3208.52         5.88E-20        0.00E+00
3209.01         5.96E-20        0.00E+00
3209.51         6.04E-20        0.00E+00
3210.00         6.12E-20        0.00E+00
3210.50         6.03E-20        0.00E+00
3210.99         5.93E-20        0.00E+00
3211.49         5.84E-20        0.00E+00
3211.98         5.74E-20        0.00E+00
3212.48         5.65E-20        0.00E+00
3212.98         5.56E-20        0.00E+00
3213.47         5.46E-20        0.00E+00
3213.97         5.37E-20        0.00E+00
3214.46         5.27E-20        0.00E+00
3214.96         5.18E-20        0.00E+00
3215.45         5.09E-20        0.00E+00
3215.95         4.99E-20        0.00E+00
3216.45         4.90E-20        0.00E+00
3216.94         4.80E-20        0.00E+00
3217.44         4.71E-20        0.00E+00
3217.93         4.61E-20        0.00E+00
3218.43         4.52E-20        0.00E+00
3218.92         4.43E-20        0.00E+00
3219.42         4.33E-20        0.00E+00
3219.91         4.24E-20        0.00E+00
3220.41         4.26E-20        0.00E+00
3220.91         4.31E-20        0.00E+00
3221.40         4.36E-20        0.00E+00
3221.90         4.40E-20        0.00E+00
3222.39         4.45E-20        0.00E+00
3222.89         4.50E-20        0.00E+00
3223.38         4.55E-20        0.00E+00
3223.88         4.59E-20        0.00E+00
3224.37         4.64E-20        0.00E+00
3224.87         4.69E-20        0.00E+00
3225.37         4.74E-20        0.00E+00
3225.86         4.78E-20        0.00E+00
3226.36         4.83E-20        0.00E+00
3226.85         4.88E-20        0.00E+00
3227.35         4.93E-20        0.00E+00
3227.84         4.97E-20        0.00E+00
3228.34         5.02E-20        0.00E+00
3228.84         5.07E-20        0.00E+00
3229.33         5.12E-20        0.00E+00
3229.83         5.16E-20        0.00E+00
3230.32         5.13E-20        0.00E+00
3230.82         5.04E-20        0.00E+00
3231.31         4.96E-20        0.00E+00
3231.81         4.88E-20        0.00E+00
3232.30         4.80E-20        0.00E+00
3232.80         4.71E-20        0.00E+00
3233.30         4.63E-20        0.00E+00
3233.79         4.55E-20        0.00E+00
3234.29         4.47E-20        0.00E+00
3234.78         4.38E-20        0.00E+00
3235.28         4.30E-20        0.00E+00
3235.77         4.22E-20        0.00E+00
3236.27         4.14E-20        0.00E+00
3236.77         4.05E-20        0.00E+00
3237.26         3.97E-20        0.00E+00
3237.76         3.89E-20        0.00E+00
3238.25         3.81E-20        0.00E+00
3238.75         3.73E-20        0.00E+00
3239.24         3.64E-20        0.00E+00
3239.74         3.56E-20        0.00E+00
3240.23         3.64E-20        0.00E+00
3240.73         3.89E-20        0.00E+00
3241.23         4.14E-20        0.00E+00
3241.72         4.40E-20        0.00E+00
3242.22         4.65E-20        0.00E+00
3242.71         4.90E-20        0.00E+00
3243.21         5.16E-20        0.00E+00
3243.70         5.41E-20        0.00E+00
3244.20         5.66E-20        0.00E+00
3244.69         5.92E-20        0.00E+00
3245.19         6.17E-20        0.00E+00
3245.69         6.42E-20        0.00E+00
3246.18         6.68E-20        0.00E+00
3246.68         6.93E-20        0.00E+00
3247.17         7.18E-20        0.00E+00
3247.67         7.44E-20        0.00E+00
3248.16         7.69E-20        0.00E+00
3248.66         7.94E-20        0.00E+00
3249.16         8.20E-20        0.00E+00
3249.65         8.45E-20        0.00E+00
3250.15         8.58E-20        0.00E+00
3250.64         8.40E-20        0.00E+00
3251.14         8.22E-20        0.00E+00
3251.63         8.04E-20        0.00E+00
3252.13         7.86E-20        0.00E+00
3252.62         7.68E-20        0.00E+00
3253.12         7.50E-20        0.00E+00
3253.62         7.32E-20        0.00E+00
3254.11         7.15E-20        0.00E+00
3254.61         6.97E-20        0.00E+00
3255.10         6.79E-20        0.00E+00
3255.60         6.61E-20        0.00E+00
3256.09         6.43E-20        0.00E+00
3256.59         6.25E-20        0.00E+00
3257.08         6.07E-20        0.00E+00
3257.58         5.90E-20        0.00E+00
3258.08         5.72E-20        0.00E+00
3258.57         5.54E-20        0.00E+00
3259.07         5.36E-20        0.00E+00
3259.56         5.18E-20        0.00E+00
3260.06         5.01E-20        0.00E+00
